county,precinct,office,district,party,candidate,machine,absentee,absentee_hc,affidavit,votes
St. Lawrence,Canton 7,U.S. House,21,GRE,Lynn Kahn,8,0,0,0,8
St. Lawrence,Canton 7,U.S. House,21,IND,Elise M. Stefanik,2,0,0,0,2
St. Lawrence,Canton 7,U.S. House,21,REF,Elise M. Stefanik,1,0,0,0,1
St. Lawrence,Canton 7,U.S. House,21,REP,Elise M. Stefanik,79,5,0,0,84
St. Lawrence,Canton 7,U.S. House,21,WEP,Tedra L. Cobb,0,0,0,0,0
St. Lawrence,Canton 7,U.S. House,21,WOR,Tedra L. Cobb,3,0,0,0,3
St. Lawrence,Canton 8,U.S. House,21,CON,Elise M. Stefanik,30,2,0,0,32
St. Lawrence,Canton 8,U.S. House,21,DEM,Tedra L. Cobb,256,29,6,1,292
St. Lawrence,Canton 8,U.S. House,21,GRE,Lynn Kahn,9,2,1,0,12
St. Lawrence,Canton 8,U.S. House,21,IND,Elise M. Stefanik,5,0,0,0,5
St. Lawrence,Canton 8,U.S. House,21,REF,Elise M. Stefanik,0,0,0,0,0
St. Lawrence,Canton 8,U.S. House,21,REP,Elise M. Stefanik,204,11,0,1,216
St. Lawrence,Canton 8,U.S. House,21,WEP,Tedra L. Cobb,7,0,1,0,8
St. Lawrence,Canton 8,U.S. House,21,WOR,Tedra L. Cobb,18,1,0,0,19
St. Lawrence,Clare 1,U.S. House,21,CON,Elise M. Stefanik,2,0,0,0,2
St. Lawrence,Clare 1,U.S. House,21,DEM,Tedra L. Cobb,11,0,0,0,11
St. Lawrence,Clare 1,U.S. House,21,GRE,Lynn Kahn,3,0,0,0,3
St. Lawrence,Clare 1,U.S. House,21,IND,Elise M. Stefanik,0,0,0,0,0
St. Lawrence,Clare 1,U.S. House,21,REF,Elise M. Stefanik,1,0,0,0,1
St. Lawrence,Clare 1,U.S. House,21,REP,Elise M. Stefanik,28,0,0,0,28
St. Lawrence,Clare 1,U.S. House,21,WEP,Tedra L. Cobb,1,0,0,0,1
St. Lawrence,Clare 1,U.S. House,21,WOR,Tedra L. Cobb,2,0,0,0,2
St. Lawrence,Clifton 1,U.S. House,21,CON,Elise M. Stefanik,5,1,0,0,6
St. Lawrence,Clifton 1,U.S. House,21,DEM,Tedra L. Cobb,45,2,0,0,47
St. Lawrence,Clifton 1,U.S. House,21,GRE,Lynn Kahn,1,0,0,0,1
St. Lawrence,Clifton 1,U.S. House,21,IND,Elise M. Stefanik,0,0,0,0,0
St. Lawrence,Clifton 1,U.S. House,21,REF,Elise M. Stefanik,0,0,0,0,0
St. Lawrence,Clifton 1,U.S. House,21,REP,Elise M. Stefanik,59,0,0,1,60
St. Lawrence,Clifton 1,U.S. House,21,WEP,Tedra L. Cobb,0,0,0,0,0
St. Lawrence,Clifton 1,U.S. House,21,WOR,Tedra L. Cobb,3,0,0,0,3
St. Lawrence,Clifton 2,U.S. House,21,CON,Elise M. Stefanik,11,0,0,0,11
St. Lawrence,Clifton 2,U.S. House,21,DEM,Tedra L. Cobb,52,2,0,2,56
St. Lawrence,Clifton 2,U.S. House,21,GRE,Lynn Kahn,3,0,0,0,3
St. Lawrence,Clifton 2,U.S. House,21,IND,Elise M. Stefanik,0,0,0,0,0
St. Lawrence,Clifton 2,U.S. House,21,REF,Elise M. Stefanik,0,0,0,0,0
St. Lawrence,Clifton 2,U.S. House,21,REP,Elise M. Stefanik,57,15,0,0,72
St. Lawrence,Clifton 2,U.S. House,21,WEP,Tedra L. Cobb,3,0,0,0,3
St. Lawrence,Clifton 2,U.S. House,21,WOR,Tedra L. Cobb,4,0,0,0,4
St. Lawrence,Colton 1,U.S. House,21,CON,Elise M. Stefanik,25,3,1,0,29
St. Lawrence,Colton 1,U.S. House,21,DEM,Tedra L. Cobb,287,25,3,1,316
St. Lawrence,Colton 1,U.S. House,21,GRE,Lynn Kahn,9,1,0,0,10
St. Lawrence,Colton 1,U.S. House,21,IND,Elise M. Stefanik,4,1,0,0,5
St. Lawrence,Colton 1,U.S. House,21,REF,Elise M. Stefanik,0,0,0,0,0
St. Lawrence,Colton 1,U.S. House,21,REP,Elise M. Stefanik,344,23,0,2,369
St. Lawrence,Colton 1,U.S. House,21,WEP,Tedra L. Cobb,7,0,0,0,7
St. Lawrence,Colton 1,U.S. House,21,WOR,Tedra L. Cobb,9,0,0,0,9
St. Lawrence,DeKalb 1,U.S. House,21,CON,Elise M. Stefanik,24,2,0,1,27
St. Lawrence,DeKalb 1,U.S. House,21,DEM,Tedra L. Cobb,134,10,1,2,147
St. Lawrence,DeKalb 1,U.S. House,21,GRE,Lynn Kahn,10,0,0,1,11
St. Lawrence,DeKalb 1,U.S. House,21,IND,Elise M. Stefanik,5,0,0,0,5
St. Lawrence,DeKalb 1,U.S. House,21,REF,Elise M. Stefanik,2,0,0,0,2
St. Lawrence,DeKalb 1,U.S. House,21,REP,Elise M. Stefanik,175,8,1,0,184
St. Lawrence,DeKalb 1,U.S. House,21,WEP,Tedra L. Cobb,0,0,0,0,0
St. Lawrence,DeKalb 1,U.S. House,21,WOR,Tedra L. Cobb,5,1,0,0,6
St. Lawrence,DeKalb 2,U.S. House,21,CON,Elise M. Stefanik,19,1,0,0,20
St. Lawrence,DeKalb 2,U.S. House,21,DEM,Tedra L. Cobb,85,3,0,1,89
St. Lawrence,DeKalb 2,U.S. House,21,GRE,Lynn Kahn,9,0,0,0,9
St. Lawrence,DeKalb 2,U.S. House,21,IND,Elise M. Stefanik,5,1,0,0,6
St. Lawrence,DeKalb 2,U.S. House,21,REF,Elise M. Stefanik,2,0,0,0,2
St. Lawrence,DeKalb 2,U.S. House,21,REP,Elise M. Stefanik,160,6,0,1,167
St. Lawrence,DeKalb 2,U.S. House,21,WEP,Tedra L. Cobb,0,0,0,0,0
St. Lawrence,DeKalb 2,U.S. House,21,WOR,Tedra L. Cobb,8,0,0,0,8
St. Lawrence,DePeyster 1,U.S. House,21,CON,Elise M. Stefanik,13,0,0,0,13
St. Lawrence,DePeyster 1,U.S. House,21,DEM,Tedra L. Cobb,36,6,0,0,42
St. Lawrence,DePeyster 1,U.S. House,21,GRE,Lynn Kahn,8,0,0,0,8
St. Lawrence,DePeyster 1,U.S. House,21,IND,Elise M. Stefanik,4,0,0,0,4
St. Lawrence,DePeyster 1,U.S. House,21,REF,Elise M. Stefanik,0,0,0,0,0
St. Lawrence,DePeyster 1,U.S. House,21,REP,Elise M. Stefanik,133,3,0,1,137
St. Lawrence,DePeyster 1,U.S. House,21,WEP,Tedra L. Cobb,1,0,0,0,1
St. Lawrence,DePeyster 1,U.S. House,21,WOR,Tedra L. Cobb,3,0,0,0,3
St. Lawrence,Edwards 1,U.S. House,21,CON,Elise M. Stefanik,17,1,0,0,18
St. Lawrence,Edwards 1,U.S. House,21,DEM,Tedra L. Cobb,118,6,0,0,124
St. Lawrence,Edwards 1,U.S. House,21,GRE,Lynn Kahn,9,2,0,0,11
St. Lawrence,Edwards 1,U.S. House,21,IND,Elise M. Stefanik,2,0,0,0,2
St. Lawrence,Edwards 1,U.S. House,21,REF,Elise M. Stefanik,2,0,0,0,2
St. Lawrence,Edwards 1,U.S. House,21,REP,Elise M. Stefanik,177,9,0,0,186
St. Lawrence,Edwards 1,U.S. House,21,WEP,Tedra L. Cobb,1,0,0,0,1
St. Lawrence,Edwards 1,U.S. House,21,WOR,Tedra L. Cobb,3,0,0,0,3
St. Lawrence,Fine 1,U.S. House,21,CON,Elise M. Stefanik,14,1,0,0,15
St. Lawrence,Fine 1,U.S. House,21,DEM,Tedra L. Cobb,182,15,0,1,198
St. Lawrence,Fine 1,U.S. House,21,GRE,Lynn Kahn,12,0,0,0,12
St. Lawrence,Fine 1,U.S. House,21,IND,Elise M. Stefanik,4,0,0,0,4
St. Lawrence,Fine 1,U.S. House,21,REF,Elise M. Stefanik,1,0,0,0,1
St. Lawrence,Fine 1,U.S. House,21,REP,Elise M. Stefanik,238,13,0,1,252
St. Lawrence,Fine 1,U.S. House,21,WEP,Tedra L. Cobb,3,0,0,0,3
St. Lawrence,Fine 1,U.S. House,21,WOR,Tedra L. Cobb,8,0,0,0,8
St. Lawrence,Fowler 1,U.S. House,21,CON,Elise M. Stefanik,19,2,0,0,21
St. Lawrence,Fowler 1,U.S. House,21,DEM,Tedra L. Cobb,92,7,0,0,99
St. Lawrence,Fowler 1,U.S. House,21,GRE,Lynn Kahn,8,0,0,0,8
St. Lawrence,Fowler 1,U.S. House,21,IND,Elise M. Stefanik,10,0,0,0,10
St. Lawrence,Fowler 1,U.S. House,21,REF,Elise M. Stefanik,1,0,0,0,1
St. Lawrence,Fowler 1,U.S. House,21,REP,Elise M. Stefanik,197,8,0,1,206
St. Lawrence,Fowler 1,U.S. House,21,WEP,Tedra L. Cobb,2,0,0,0,2
St. Lawrence,Fowler 1,U.S. House,21,WOR,Tedra L. Cobb,5,0,0,0,5
St. Lawrence,Fowler 2,U.S. House,21,CON,Elise M. Stefanik,20,0,0,0,20
St. Lawrence,Fowler 2,U.S. House,21,DEM,Tedra L. Cobb,93,14,0,0,107
St. Lawrence,Fowler 2,U.S. House,21,GRE,Lynn Kahn,7,0,0,0,7
St. Lawrence,Fowler 2,U.S. House,21,IND,Elise M. Stefanik,8,0,0,0,8
St. Lawrence,Fowler 2,U.S. House,21,REF,Elise M. Stefanik,0,0,0,0,0
St. Lawrence,Fowler 2,U.S. House,21,REP,Elise M. Stefanik,248,11,0,2,261
St. Lawrence,Fowler 2,U.S. House,21,WEP,Tedra L. Cobb,1,0,0,0,1
St. Lawrence,Fowler 2,U.S. House,21,WOR,Tedra L. Cobb,5,0,0,0,5
St. Lawrence,Gouverneur 1,U.S. House,21,CON,Elise M. Stefanik,25,0,0,0,25
St. Lawrence,Gouverneur 1,U.S. House,21,DEM,Tedra L. Cobb,155,16,5,1,177
St. Lawrence,Gouverneur 1,U.S. House,21,GRE,Lynn Kahn,15,0,0,0,15
St. Lawrence,Gouverneur 1,U.S. House,21,IND,Elise M. Stefanik,5,1,0,1,7
St. Lawrence,Gouverneur 1,U.S. House,21,REF,Elise M. Stefanik,3,0,0,0,3
St. Lawrence,Gouverneur 1,U.S. House,21,REP,Elise M. Stefanik,216,16,2,1,235
St. Lawrence,Gouverneur 1,U.S. House,21,WEP,Tedra L. Cobb,4,0,0,0,4
St. Lawrence,Gouverneur 1,U.S. House,21,WOR,Tedra L. Cobb,6,0,0,0,6
St. Lawrence,Gouverneur 2,U.S. House,21,CON,Elise M. Stefanik,19,3,0,0,22
St. Lawrence,Gouverneur 2,U.S. House,21,DEM,Tedra L. Cobb,152,12,3,0,167
St. Lawrence,Gouverneur 2,U.S. House,21,GRE,Lynn Kahn,12,1,0,0,13
St. Lawrence,Gouverneur 2,U.S. House,21,IND,Elise M. Stefanik,7,0,0,0,7
St. Lawrence,Gouverneur 2,U.S. House,21,REF,Elise M. Stefanik,0,0,0,0,0
St. Lawrence,Gouverneur 2,U.S. House,21,REP,Elise M. Stefanik,164,14,0,1,179
St. Lawrence,Gouverneur 2,U.S. House,21,WEP,Tedra L. Cobb,1,2,0,0,3
St. Lawrence,Gouverneur 2,U.S. House,21,WOR,Tedra L. Cobb,8,1,0,0,9
St. Lawrence,Gouverneur 3,U.S. House,21,CON,Elise M. Stefanik,18,1,0,0,19
St. Lawrence,Gouverneur 3,U.S. House,21,DEM,Tedra L. Cobb,76,5,0,0,81
St. Lawrence,Gouverneur 3,U.S. House,21,GRE,Lynn Kahn,6,0,0,0,6
St. Lawrence,Gouverneur 3,U.S. House,21,IND,Elise M. Stefanik,2,0,0,0,2
St. Lawrence,Gouverneur 3,U.S. House,21,REF,Elise M. Stefanik,0,0,0,0,0
St. Lawrence,Gouverneur 3,U.S. House,21,REP,Elise M. Stefanik,142,4,0,1,147
St. Lawrence,Gouverneur 3,U.S. House,21,WEP,Tedra L. Cobb,0,0,0,0,0
St. Lawrence,Gouverneur 3,U.S. House,21,WOR,Tedra L. Cobb,3,0,0,0,3
St. Lawrence,Gouverneur 4,U.S. House,21,CON,Elise M. Stefanik,23,0,0,0,23
St. Lawrence,Gouverneur 4,U.S. House,21,DEM,Tedra L. Cobb,80,3,0,0,83
St. Lawrence,Gouverneur 4,U.S. House,21,GRE,Lynn Kahn,11,0,0,0,11
St. Lawrence,Gouverneur 4,U.S. House,21,IND,Elise M. Stefanik,4,1,1,0,6
St. Lawrence,Gouverneur 4,U.S. House,21,REF,Elise M. Stefanik,0,0,0,0,0
St. Lawrence,Gouverneur 4,U.S. House,21,REP,Elise M. Stefanik,176,6,0,1,183
St. Lawrence,Gouverneur 4,U.S. House,21,WEP,Tedra L. Cobb,1,0,0,0,1
St. Lawrence,Gouverneur 4,U.S. House,21,WOR,Tedra L. Cobb,4,1,0,0,5
St. Lawrence,Hammond 1,U.S. House,21,CON,Elise M. Stefanik,24,4,0,0,28
St. Lawrence,Hammond 1,U.S. House,21,DEM,Tedra L. Cobb,139,19,0,0,158
St. Lawrence,Hammond 1,U.S. House,21,GRE,Lynn Kahn,10,0,0,1,11
St. Lawrence,Hammond 1,U.S. House,21,IND,Elise M. Stefanik,6,0,0,0,6
St. Lawrence,Hammond 1,U.S. House,21,REF,Elise M. Stefanik,2,0,0,0,2
St. Lawrence,Hammond 1,U.S. House,21,REP,Elise M. Stefanik,252,18,3,0,273
St. Lawrence,Hammond 1,U.S. House,21,WEP,Tedra L. Cobb,3,0,0,0,3
St. Lawrence,Hammond 1,U.S. House,21,WOR,Tedra L. Cobb,6,0,0,0,6
St. Lawrence,Hermon 1,U.S. House,21,CON,Elise M. Stefanik,23,1,0,0,24
St. Lawrence,Hermon 1,U.S. House,21,DEM,Tedra L. Cobb,102,15,2,0,119
St. Lawrence,Hermon 1,U.S. House,21,GRE,Lynn Kahn,8,0,0,0,8
St. Lawrence,Hermon 1,U.S. House,21,IND,Elise M. Stefanik,5,0,0,0,5
St. Lawrence,Hermon 1,U.S. House,21,REF,Elise M. Stefanik,0,0,0,0,0
St. Lawrence,Hermon 1,U.S. House,21,REP,Elise M. Stefanik,202,6,2,2,212
St. Lawrence,Hermon 1,U.S. House,21,WEP,Tedra L. Cobb,2,1,0,0,3
St. Lawrence,Hermon 1,U.S. House,21,WOR,Tedra L. Cobb,7,2,0,0,9
St. Lawrence,Hopkinton 1,U.S. House,21,CON,Elise M. Stefanik,26,0,0,0,26
St. Lawrence,Hopkinton 1,U.S. House,21,DEM,Tedra L. Cobb,124,10,2,0,136
St. Lawrence,Hopkinton 1,U.S. House,21,GRE,Lynn Kahn,14,0,0,1,15
St. Lawrence,Hopkinton 1,U.S. House,21,IND,Elise M. Stefanik,3,0,0,0,3
St. Lawrence,Hopkinton 1,U.S. House,21,REF,Elise M. Stefanik,2,0,0,0,2
St. Lawrence,Hopkinton 1,U.S. House,21,REP,Elise M. Stefanik,223,5,0,1,229
St. Lawrence,Hopkinton 1,U.S. House,21,WEP,Tedra L. Cobb,3,0,0,0,3
St. Lawrence,Hopkinton 1,U.S. House,21,WOR,Tedra L. Cobb,7,4,0,0,11
St. Lawrence,Lawrence 1,U.S. House,21,CON,Elise M. Stefanik,23,1,0,0,24
St. Lawrence,Lawrence 1,U.S. House,21,DEM,Tedra L. Cobb,174,4,0,0,178
St. Lawrence,Lawrence 1,U.S. House,21,GRE,Lynn Kahn,15,0,0,0,15
St. Lawrence,Lawrence 1,U.S. House,21,IND,Elise M. Stefanik,8,0,0,0,8
St. Lawrence,Lawrence 1,U.S. House,21,REF,Elise M. Stefanik,4,0,0,0,4
St. Lawrence,Lawrence 1,U.S. House,21,REP,Elise M. Stefanik,237,10,0,2,249
St. Lawrence,Lawrence 1,U.S. House,21,WEP,Tedra L. Cobb,2,1,0,0,3
St. Lawrence,Lawrence 1,U.S. House,21,WOR,Tedra L. Cobb,4,1,0,0,5
St. Lawrence,Lisbon 1,U.S. House,21,CON,Elise M. Stefanik,19,1,0,1,21
St. Lawrence,Lisbon 1,U.S. House,21,DEM,Tedra L. Cobb,149,6,3,5,163
St. Lawrence,Lisbon 1,U.S. House,21,GRE,Lynn Kahn,11,1,0,0,12
St. Lawrence,Lisbon 1,U.S. House,21,IND,Elise M. Stefanik,6,0,0,0,6
St. Lawrence,Lisbon 1,U.S. House,21,REF,Elise M. Stefanik,0,0,0,0,0
St. Lawrence,Lisbon 1,U.S. House,21,REP,Elise M. Stefanik,277,15,0,6,298
St. Lawrence,Lisbon 1,U.S. House,21,WEP,Tedra L. Cobb,1,1,0,0,2
St. Lawrence,Lisbon 1,U.S. House,21,WOR,Tedra L. Cobb,3,0,0,0,3
St. Lawrence,Lisbon 2,U.S. House,21,CON,Elise M. Stefanik,19,4,0,0,23
St. Lawrence,Lisbon 2,U.S. House,21,DEM,Tedra L. Cobb,104,5,0,0,109
St. Lawrence,Lisbon 2,U.S. House,21,GRE,Lynn Kahn,7,0,0,0,7
St. Lawrence,Lisbon 2,U.S. House,21,IND,Elise M. Stefanik,6,0,0,0,6
St. Lawrence,Lisbon 2,U.S. House,21,REF,Elise M. Stefanik,0,0,0,0,0
St. Lawrence,Lisbon 2,U.S. House,21,REP,Elise M. Stefanik,227,9,0,2,238
St. Lawrence,Lisbon 2,U.S. House,21,WEP,Tedra L. Cobb,1,0,0,0,1
St. Lawrence,Lisbon 2,U.S. House,21,WOR,Tedra L. Cobb,11,0,0,0,11
St. Lawrence,Lisbon 3,U.S. House,21,CON,Elise M. Stefanik,19,0,0,0,19
St. Lawrence,Lisbon 3,U.S. House,21,DEM,Tedra L. Cobb,112,8,0,0,120
St. Lawrence,Lisbon 3,U.S. House,21,GRE,Lynn Kahn,11,0,0,0,11
St. Lawrence,Lisbon 3,U.S. House,21,IND,Elise M. Stefanik,7,1,0,0,8
St. Lawrence,Lisbon 3,U.S. House,21,REF,Elise M. Stefanik,1,0,0,0,1
St. Lawrence,Lisbon 3,U.S. House,21,REP,Elise M. Stefanik,276,15,1,2,294
St. Lawrence,Lisbon 3,U.S. House,21,WEP,Tedra L. Cobb,1,0,0,0,1
St. Lawrence,Lisbon 3,U.S. House,21,WOR,Tedra L. Cobb,7,0,0,0,7
St. Lawrence,Louisville 1,U.S. House,21,CON,Elise M. Stefanik,11,2,0,0,13
St. Lawrence,Louisville 1,U.S. House,21,DEM,Tedra L. Cobb,135,15,1,3,154
St. Lawrence,Louisville 1,U.S. House,21,GRE,Lynn Kahn,5,0,0,0,5
St. Lawrence,Louisville 1,U.S. House,21,IND,Elise M. Stefanik,2,1,0,0,3
St. Lawrence,Louisville 1,U.S. House,21,REF,Elise M. Stefanik,2,0,0,0,2
St. Lawrence,Louisville 1,U.S. House,21,REP,Elise M. Stefanik,178,9,0,3,190
St. Lawrence,Louisville 1,U.S. House,21,WEP,Tedra L. Cobb,2,0,0,0,2
St. Lawrence,Louisville 1,U.S. House,21,WOR,Tedra L. Cobb,2,0,0,0,2
St. Lawrence,Louisville 2,U.S. House,21,CON,Elise M. Stefanik,21,1,0,0,22
St. Lawrence,Louisville 2,U.S. House,21,DEM,Tedra L. Cobb,156,17,0,1,174
St. Lawrence,Louisville 2,U.S. House,21,GRE,Lynn Kahn,8,1,0,0,9
St. Lawrence,Louisville 2,U.S. House,21,IND,Elise M. Stefanik,4,0,0,1,5
St. Lawrence,Louisville 2,U.S. House,21,REF,Elise M. Stefanik,3,0,0,0,3
St. Lawrence,Louisville 2,U.S. House,21,REP,Elise M. Stefanik,163,7,0,1,171
St. Lawrence,Louisville 2,U.S. House,21,WEP,Tedra L. Cobb,6,0,0,0,6
St. Lawrence,Louisville 2,U.S. House,21,WOR,Tedra L. Cobb,8,0,0,0,8
St. Lawrence,Louisville 3,U.S. House,21,CON,Elise M. Stefanik,13,0,0,0,13
St. Lawrence,Louisville 3,U.S. House,21,DEM,Tedra L. Cobb,119,13,2,2,136
St. Lawrence,Louisville 3,U.S. House,21,GRE,Lynn Kahn,6,0,0,0,6
St. Lawrence,Louisville 3,U.S. House,21,IND,Elise M. Stefanik,4,0,0,1,5
St. Lawrence,Louisville 3,U.S. House,21,REF,Elise M. Stefanik,1,0,0,0,1
St. Lawrence,Louisville 3,U.S. House,21,REP,Elise M. Stefanik,130,7,0,0,137
St. Lawrence,Louisville 3,U.S. House,21,WEP,Tedra L. Cobb,3,0,0,0,3
St. Lawrence,Louisville 3,U.S. House,21,WOR,Tedra L. Cobb,1,0,0,0,1
St. Lawrence,Louisville 4,U.S. House,21,CON,Elise M. Stefanik,6,0,0,0,6
St. Lawrence,Louisville 4,U.S. House,21,DEM,Tedra L. Cobb,98,11,1,1,111
St. Lawrence,Louisville 4,U.S. House,21,GRE,Lynn Kahn,0,0,0,0,0
St. Lawrence,Louisville 4,U.S. House,21,IND,Elise M. Stefanik,1,0,0,0,1
St. Lawrence,Louisville 4,U.S. House,21,REF,Elise M. Stefanik,0,0,0,0,0
St. Lawrence,Louisville 4,U.S. House,21,REP,Elise M. Stefanik,91,11,0,1,103
St. Lawrence,Louisville 4,U.S. House,21,WEP,Tedra L. Cobb,0,0,0,0,0
St. Lawrence,Louisville 4,U.S. House,21,WOR,Tedra L. Cobb,1,0,0,0,1
St. Lawrence,Macomb 1,U.S. House,21,CON,Elise M. Stefanik,15,0,0,0,15
St. Lawrence,Macomb 1,U.S. House,21,DEM,Tedra L. Cobb,82,12,1,0,95
St. Lawrence,Macomb 1,U.S. House,21,GRE,Lynn Kahn,15,2,0,0,17
St. Lawrence,Macomb 1,U.S. House,21,IND,Elise M. Stefanik,0,1,0,0,1
St. Lawrence,Macomb 1,U.S. House,21,REF,Elise M. Stefanik,2,0,0,0,2
St. Lawrence,Macomb 1,U.S. House,21,REP,Elise M. Stefanik,189,8,0,2,199
St. Lawrence,Macomb 1,U.S. House,21,WEP,Tedra L. Cobb,2,0,0,0,2
St. Lawrence,Macomb 1,U.S. House,21,WOR,Tedra L. Cobb,5,0,0,0,5
St. Lawrence,Madrid 1,U.S. House,21,CON,Elise M. Stefanik,25,1,0,0,26
St. Lawrence,Madrid 1,U.S. House,21,DEM,Tedra L. Cobb,254,21,2,2,279
St. Lawrence,Madrid 1,U.S. House,21,GRE,Lynn Kahn,14,0,0,0,14
St. Lawrence,Madrid 1,U.S. House,21,IND,Elise M. Stefanik,4,0,0,0,4
St. Lawrence,Madrid 1,U.S. House,21,REF,Elise M. Stefanik,4,0,0,0,4
St. Lawrence,Madrid 1,U.S. House,21,REP,Elise M. Stefanik,274,10,0,3,287
St. Lawrence,Madrid 1,U.S. House,21,WEP,Tedra L. Cobb,3,0,0,0,3
St. Lawrence,Madrid 1,U.S. House,21,WOR,Tedra L. Cobb,11,0,0,0,11
St. Lawrence,Massena 1,U.S. House,21,CON,Elise M. Stefanik,17,3,0,0,20
St. Lawrence,Massena 1,U.S. House,21,DEM,Tedra L. Cobb,335,35,1,1,372
St. Lawrence,Massena 1,U.S. House,21,GRE,Lynn Kahn,14,0,0,0,14
St. Lawrence,Massena 1,U.S. House,21,IND,Elise M. Stefanik,4,0,0,0,4
St. Lawrence,Massena 1,U.S. House,21,REF,Elise M. Stefanik,6,0,0,0,6
St. Lawrence,Massena 1,U.S. House,21,REP,Elise M. Stefanik,258,20,1,1,280
St. Lawrence,Massena 1,U.S. House,21,WEP,Tedra L. Cobb,3,0,0,0,3
St. Lawrence,Massena 1,U.S. House,21,WOR,Tedra L. Cobb,13,0,0,0,13
St. Lawrence,Massena 2,U.S. House,21,CON,Elise M. Stefanik,11,0,0,0,11
St. Lawrence,Massena 2,U.S. House,21,DEM,Tedra L. Cobb,224,17,3,5,249
St. Lawrence,Massena 2,U.S. House,21,GRE,Lynn Kahn,11,0,0,0,11
St. Lawrence,Massena 2,U.S. House,21,IND,Elise M. Stefanik,12,0,0,0,12
St. Lawrence,Massena 2,U.S. House,21,REF,Elise M. Stefanik,0,0,0,0,0
St. Lawrence,Massena 2,U.S. House,21,REP,Elise M. Stefanik,215,10,0,6,231
St. Lawrence,Massena 2,U.S. House,21,WEP,Tedra L. Cobb,4,1,0,1,6
St. Lawrence,Massena 2,U.S. House,21,WOR,Tedra L. Cobb,12,1,3,0,16
St. Lawrence,Massena 3,U.S. House,21,CON,Elise M. Stefanik,20,0,0,0,20
St. Lawrence,Massena 3,U.S. House,21,DEM,Tedra L. Cobb,196,15,2,3,216
St. Lawrence,Massena 3,U.S. House,21,GRE,Lynn Kahn,9,0,0,0,9
St. Lawrence,Massena 3,U.S. House,21,IND,Elise M. Stefanik,8,0,0,0,8
St. Lawrence,Massena 3,U.S. House,21,REF,Elise M. Stefanik,2,0,0,0,2
St. Lawrence,Massena 3,U.S. House,21,REP,Elise M. Stefanik,171,17,0,5,193
St. Lawrence,Massena 3,U.S. House,21,WEP,Tedra L. Cobb,2,0,0,0,2
St. Lawrence,Massena 3,U.S. House,21,WOR,Tedra L. Cobb,4,0,0,0,4
St. Lawrence,Massena 4,U.S. House,21,CON,Elise M. Stefanik,9,0,0,0,9
St. Lawrence,Massena 4,U.S. House,21,DEM,Tedra L. Cobb,96,3,0,2,101
St. Lawrence,Massena 4,U.S. House,21,GRE,Lynn Kahn,0,0,0,0,0
St. Lawrence,Massena 4,U.S. House,21,IND,Elise M. Stefanik,4,1,0,0,5
St. Lawrence,Massena 4,U.S. House,21,REF,Elise M. Stefanik,0,0,0,0,0
St. Lawrence,Massena 4,U.S. House,21,REP,Elise M. Stefanik,92,7,0,5,104
St. Lawrence,Massena 4,U.S. House,21,WEP,Tedra L. Cobb,0,0,0,0,0
St. Lawrence,Massena 4,U.S. House,21,WOR,Tedra L. Cobb,5,0,0,0,5
St. Lawrence,Massena 5,U.S. House,21,CON,Elise M. Stefanik,21,0,0,0,21
St. Lawrence,Massena 5,U.S. House,21,DEM,Tedra L. Cobb,173,13,0,3,189
St. Lawrence,Massena 5,U.S. House,21,GRE,Lynn Kahn,2,0,0,0,2
St. Lawrence,Massena 5,U.S. House,21,IND,Elise M. Stefanik,4,0,0,0,4
St. Lawrence,Massena 5,U.S. House,21,REF,Elise M. Stefanik,4,0,0,0,4
St. Lawrence,Massena 5,U.S. House,21,REP,Elise M. Stefanik,209,18,1,3,231
St. Lawrence,Massena 5,U.S. House,21,WEP,Tedra L. Cobb,4,1,0,0,5
St. Lawrence,Massena 5,U.S. House,21,WOR,Tedra L. Cobb,7,0,0,0,7
St. Lawrence,Massena 6,U.S. House,21,CON,Elise M. Stefanik,15,2,0,0,17
St. Lawrence,Massena 6,U.S. House,21,DEM,Tedra L. Cobb,203,15,3,2,223
St. Lawrence,Massena 6,U.S. House,21,GRE,Lynn Kahn,9,0,0,0,9
St. Lawrence,Massena 6,U.S. House,21,IND,Elise M. Stefanik,9,0,1,0,10
St. Lawrence,Massena 6,U.S. House,21,REF,Elise M. Stefanik,1,0,0,0,1
St. Lawrence,Massena 6,U.S. House,21,REP,Elise M. Stefanik,165,7,1,3,176
St. Lawrence,Massena 6,U.S. House,21,WEP,Tedra L. Cobb,4,0,0,0,4
St. Lawrence,Massena 6,U.S. House,21,WOR,Tedra L. Cobb,11,0,0,1,12
St. Lawrence,Massena 7,U.S. House,21,CON,Elise M. Stefanik,17,0,0,0,17
St. Lawrence,Massena 7,U.S. House,21,DEM,Tedra L. Cobb,168,14,1,1,184
St. Lawrence,Massena 7,U.S. House,21,GRE,Lynn Kahn,6,0,0,0,6
St. Lawrence,Massena 7,U.S. House,21,IND,Elise M. Stefanik,4,0,0,0,4
St. Lawrence,Massena 7,U.S. House,21,REF,Elise M. Stefanik,2,0,0,0,2
St. Lawrence,Massena 7,U.S. House,21,REP,Elise M. Stefanik,171,5,0,0,176
St. Lawrence,Massena 7,U.S. House,21,WEP,Tedra L. Cobb,3,0,0,0,3
St. Lawrence,Massena 7,U.S. House,21,WOR,Tedra L. Cobb,10,0,0,0,10
