county,precinct,office,district,party,candidate,election_day,absentee
Herkimer,Town of Norway 1 LD 16,Attorney General,,DEM,Sean Patrick Maloney,1,0
Herkimer,Town of Norway 1 LD 16,Attorney General,,DEM,Void,0,
Herkimer,Town of Norway 1 LD 16,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Norway 1 LD 16,Attorney General,,DEM,Zephyr Teachout,8,0
Herkimer,Town of Ohio 1 LD 15,Attorney General,,DEM,Blank,1,
Herkimer,Town of Ohio 1 LD 15,Attorney General,,DEM,Leecia R. Eve,3,0
Herkimer,Town of Ohio 1 LD 15,Attorney General,,DEM,Letitia A. James,4,2
Herkimer,Town of Ohio 1 LD 15,Attorney General,,DEM,Sean Patrick Maloney,2,0
Herkimer,Town of Ohio 1 LD 15,Attorney General,,DEM,Void,0,
Herkimer,Town of Ohio 1 LD 15,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Ohio 1 LD 15,Attorney General,,DEM,Zephyr Teachout,6,1
Herkimer,Town of Russia 1 LD 17,Attorney General,,DEM,Blank,1,
Herkimer,Town of Russia 1 LD 17,Attorney General,,DEM,Leecia R. Eve,0,0
Herkimer,Town of Russia 1 LD 17,Attorney General,,DEM,Letitia A. James,7,0
Herkimer,Town of Russia 1 LD 17,Attorney General,,DEM,Sean Patrick Maloney,8,1
Herkimer,Town of Russia 1 LD 17,Attorney General,,DEM,Void,0,
Herkimer,Town of Russia 1 LD 17,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Russia 1 LD 17,Attorney General,,DEM,Zephyr Teachout,23,1
Herkimer,Town of Russia 2 LD 15,Attorney General,,DEM,Blank,0,
Herkimer,Town of Russia 2 LD 15,Attorney General,,DEM,Leecia R. Eve,0,0
Herkimer,Town of Russia 2 LD 15,Attorney General,,DEM,Letitia A. James,2,0
Herkimer,Town of Russia 2 LD 15,Attorney General,,DEM,Sean Patrick Maloney,2,1
Herkimer,Town of Russia 2 LD 15,Attorney General,,DEM,Void,0,
Herkimer,Town of Russia 2 LD 15,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Russia 2 LD 15,Attorney General,,DEM,Zephyr Teachout,11,0
Herkimer,Town of Russia 3 LD 17,Attorney General,,DEM,Blank,0,
Herkimer,Town of Russia 3 LD 17,Attorney General,,DEM,Leecia R. Eve,0,0
Herkimer,Town of Russia 3 LD 17,Attorney General,,DEM,Letitia A. James,1,0
Herkimer,Town of Russia 3 LD 17,Attorney General,,DEM,Sean Patrick Maloney,2,0
Herkimer,Town of Russia 3 LD 17,Attorney General,,DEM,Void,1,
Herkimer,Town of Russia 3 LD 17,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Russia 3 LD 17,Attorney General,,DEM,Zephyr Teachout,3,0
Herkimer,Town of Salisbury 1 LD 16,Attorney General,,DEM,Blank,1,
Herkimer,Town of Salisbury 1 LD 16,Attorney General,,DEM,Leecia R. Eve,2,1
Herkimer,Town of Salisbury 1 LD 16,Attorney General,,DEM,Letitia A. James,4,0
Herkimer,Town of Salisbury 1 LD 16,Attorney General,,DEM,Sean Patrick Maloney,5,0
Herkimer,Town of Salisbury 1 LD 16,Attorney General,,DEM,Void,0,
Herkimer,Town of Salisbury 1 LD 16,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Salisbury 1 LD 16,Attorney General,,DEM,Zephyr Teachout,12,0
Herkimer,Town of Schuyler 1 LD 11,Attorney General,,DEM,Blank,3,
Herkimer,Town of Schuyler 1 LD 11,Attorney General,,DEM,Leecia R. Eve,0,0
Herkimer,Town of Schuyler 1 LD 11,Attorney General,,DEM,Letitia A. James,2,1
Herkimer,Town of Schuyler 1 LD 11,Attorney General,,DEM,Sean Patrick Maloney,1,1
Herkimer,Town of Schuyler 1 LD 11,Attorney General,,DEM,Void,1,
Herkimer,Town of Schuyler 1 LD 11,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Schuyler 1 LD 11,Attorney General,,DEM,Zephyr Teachout,14,1
Herkimer,Town of Schuyler 2 LD 11,Attorney General,,DEM,Blank,2,
Herkimer,Town of Schuyler 2 LD 11,Attorney General,,DEM,Leecia R. Eve,1,0
Herkimer,Town of Schuyler 2 LD 11,Attorney General,,DEM,Letitia A. James,6,0
Herkimer,Town of Schuyler 2 LD 11,Attorney General,,DEM,Sean Patrick Maloney,16,0
Herkimer,Town of Schuyler 2 LD 11,Attorney General,,DEM,Void,0,
Herkimer,Town of Schuyler 2 LD 11,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Schuyler 2 LD 11,Attorney General,,DEM,Zephyr Teachout,4,0
Herkimer,Town of Schuyler 3 LD 11,Attorney General,,DEM,Blank,6,
Herkimer,Town of Schuyler 3 LD 11,Attorney General,,DEM,Leecia R. Eve,1,0
Herkimer,Town of Schuyler 3 LD 11,Attorney General,,DEM,Letitia A. James,4,0
Herkimer,Town of Schuyler 3 LD 11,Attorney General,,DEM,Sean Patrick Maloney,19,0
Herkimer,Town of Schuyler 3 LD 11,Attorney General,,DEM,Void,0,
Herkimer,Town of Schuyler 3 LD 11,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Schuyler 3 LD 11,Attorney General,,DEM,Zephyr Teachout,13,0
Herkimer,Town of Stark 1 LD 14,Attorney General,,DEM,Blank,1,
Herkimer,Town of Stark 1 LD 14,Attorney General,,DEM,Leecia R. Eve,1,0
Herkimer,Town of Stark 1 LD 14,Attorney General,,DEM,Letitia A. James,5,0
Herkimer,Town of Stark 1 LD 14,Attorney General,,DEM,Sean Patrick Maloney,4,0
Herkimer,Town of Stark 1 LD 14,Attorney General,,DEM,Void,0,
Herkimer,Town of Stark 1 LD 14,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Stark 1 LD 14,Attorney General,,DEM,Zephyr Teachout,8,2
Herkimer,Town of Warren 1 LD 7,Attorney General,,DEM,Blank,0,
Herkimer,Town of Warren 1 LD 7,Attorney General,,DEM,Leecia R. Eve,0,0
Herkimer,Town of Warren 1 LD 7,Attorney General,,DEM,Letitia A. James,3,0
Herkimer,Town of Warren 1 LD 7,Attorney General,,DEM,Sean Patrick Maloney,5,0
Herkimer,Town of Warren 1 LD 7,Attorney General,,DEM,Void,0,
Herkimer,Town of Warren 1 LD 7,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Warren 1 LD 7,Attorney General,,DEM,Zephyr Teachout,5,0
Herkimer,Town of Webb 1 LD 15,Attorney General,,DEM,Blank,2,
Herkimer,Town of Webb 1 LD 15,Attorney General,,DEM,Leecia R. Eve,0,0
Herkimer,Town of Webb 1 LD 15,Attorney General,,DEM,Letitia A. James,13,0
Herkimer,Town of Webb 1 LD 15,Attorney General,,DEM,Sean Patrick Maloney,30,5
Herkimer,Town of Webb 1 LD 15,Attorney General,,DEM,Void,1,
Herkimer,Town of Webb 1 LD 15,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Webb 1 LD 15,Attorney General,,DEM,Zephyr Teachout,36,4
Herkimer,Town of Webb 2 LD 15,Attorney General,,DEM,Blank,0,
Herkimer,Town of Webb 2 LD 15,Attorney General,,DEM,Leecia R. Eve,1,0
Herkimer,Town of Webb 2 LD 15,Attorney General,,DEM,Letitia A. James,3,0
Herkimer,Town of Webb 2 LD 15,Attorney General,,DEM,Sean Patrick Maloney,4,1
Herkimer,Town of Webb 2 LD 15,Attorney General,,DEM,Void,0,
Herkimer,Town of Webb 2 LD 15,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Webb 2 LD 15,Attorney General,,DEM,Zephyr Teachout,6,0
Herkimer,Town of Winfield 1 LD 13,Attorney General,,DEM,Blank,1,
Herkimer,Town of Winfield 1 LD 13,Attorney General,,DEM,Leecia R. Eve,1,0
Herkimer,Town of Winfield 1 LD 13,Attorney General,,DEM,Letitia A. James,2,1
Herkimer,Town of Winfield 1 LD 13,Attorney General,,DEM,Sean Patrick Maloney,5,0
Herkimer,Town of Winfield 1 LD 13,Attorney General,,DEM,Void,0,
Herkimer,Town of Winfield 1 LD 13,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Winfield 1 LD 13,Attorney General,,DEM,Zephyr Teachout,3,0
Herkimer,Town of Winfield 2 LD 13,Attorney General,,DEM,Blank,2,
Herkimer,Town of Winfield 2 LD 13,Attorney General,,DEM,Leecia R. Eve,0,0
Herkimer,Town of Winfield 2 LD 13,Attorney General,,DEM,Letitia A. James,8,0
Herkimer,Town of Winfield 2 LD 13,Attorney General,,DEM,Sean Patrick Maloney,5,0
Herkimer,Town of Winfield 2 LD 13,Attorney General,,DEM,Void,0,
Herkimer,Town of Winfield 2 LD 13,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Winfield 2 LD 13,Attorney General,,DEM,Zephyr Teachout,7,0
