county,office,district,precinct,candidate,party,votes
Niagara,Governor,,Niagara Falls 005 : 006,Blank Votes,,6
Niagara,Governor,,Niagara Falls 006 : 001,Blank Votes,,11
Niagara,Governor,,Niagara Falls 006 : 002,Blank Votes,,13
Niagara,Governor,,Niagara Falls 006 : 003,Blank Votes,,6
Niagara,Governor,,Niagara Falls 006 : 004,Blank Votes,,4
Niagara,Governor,,Niagara Falls 006 : 005,Blank Votes,,14
Niagara,Governor,,Niagara Falls 006 : 006,Blank Votes,,8
Niagara,Governor,,Niagara Falls 006 : 007,Blank Votes,,8
Niagara,Governor,,Niagara Falls 006 : 008,Blank Votes,,2
Niagara,Governor,,Niagara Falls 006 : 009,Blank Votes,,6
Niagara,Governor,,Niagara Falls 006 : 010,Blank Votes,,3
Niagara,Governor,,Pendleton 000 : 001,Blank Votes,,9
Niagara,Governor,,Pendleton 000 : 002,Blank Votes,,9
Niagara,Governor,,Pendleton 000 : 003,Blank Votes,,12
Niagara,Governor,,Pendleton 000 : 004,Blank Votes,,9
Niagara,Governor,,Pendleton 000 : 005,Blank Votes,,7
Niagara,Governor,,Pendleton 000 : 006,Blank Votes,,5
Niagara,Governor,,Porter 000 : 001,Blank Votes,,7
Niagara,Governor,,Porter 000 : 002,Blank Votes,,10
Niagara,Governor,,Porter 000 : 003,Blank Votes,,9
Niagara,Governor,,Porter 000 : 004,Blank Votes,,6
Niagara,Governor,,Porter 000 : 005,Blank Votes,,13
Niagara,Governor,,Porter 000 : 006,Blank Votes,,8
Niagara,Governor,,Royalton 000 : 001,Blank Votes,,9
Niagara,Governor,,Royalton 000 : 002,Blank Votes,,14
Niagara,Governor,,Royalton 000 : 003,Blank Votes,,7
Niagara,Governor,,Royalton 000 : 004,Blank Votes,,2
Niagara,Governor,,Royalton 000 : 005,Blank Votes,,3
Niagara,Governor,,Royalton 000 : 006,Blank Votes,,5
Niagara,Governor,,Somerset 000 : 001,Blank Votes,,11
Niagara,Governor,,Somerset 000 : 002,Blank Votes,,4
Niagara,Governor,,Town of Lockport 000 : 001,Blank Votes,,7
Niagara,Governor,,Town of Lockport 000 : 002,Blank Votes,,6
Niagara,Governor,,Town of Lockport 000 : 003,Blank Votes,,6
Niagara,Governor,,Town of Lockport 000 : 004,Blank Votes,,10
Niagara,Governor,,Town of Lockport 000 : 005,Blank Votes,,8
Niagara,Governor,,Town of Lockport 000 : 006,Blank Votes,,5
Niagara,Governor,,Town of Lockport 000 : 007,Blank Votes,,4
Niagara,Governor,,Town of Lockport 000 : 008,Blank Votes,,8
Niagara,Governor,,Town of Lockport 000 : 009,Blank Votes,,4
Niagara,Governor,,Town of Lockport 000 : 010,Blank Votes,,4
Niagara,Governor,,Town of Lockport 000 : 011,Blank Votes,,7
Niagara,Governor,,Town of Lockport 000 : 012,Blank Votes,,5
Niagara,Governor,,Town of Lockport 000 : 013,Blank Votes,,15
Niagara,Governor,,Town of Lockport 000 : 014,Blank Votes,,12
Niagara,Governor,,Town of Lockport 000 : 015,Blank Votes,,17
Niagara,Governor,,Town of Lockport 000 : 016,Blank Votes,,8
Niagara,Governor,,Town of Niagara 000 : 001,Blank Votes,,2
Niagara,Governor,,Town of Niagara 000 : 002,Blank Votes,,6
Niagara,Governor,,Town of Niagara 000 : 003,Blank Votes,,6
Niagara,Governor,,Town of Niagara 000 : 004,Blank Votes,,3
Niagara,Governor,,Town of Niagara 000 : 005,Blank Votes,,6
Niagara,Governor,,Town of Niagara 000 : 006,Blank Votes,,4
Niagara,Governor,,Town of Niagara 000 : 007,Blank Votes,,10
Niagara,Governor,,Wheatfield 000 : 001,Blank Votes,,8
Niagara,Governor,,Wheatfield 000 : 002,Blank Votes,,5
Niagara,Governor,,Wheatfield 000 : 003,Blank Votes,,7
Niagara,Governor,,Wheatfield 000 : 004,Blank Votes,,5
Niagara,Governor,,Wheatfield 000 : 005,Blank Votes,,6
Niagara,Governor,,Wheatfield 000 : 006,Blank Votes,,7
Niagara,Governor,,Wheatfield 000 : 007,Blank Votes,,9
Niagara,Governor,,Wheatfield 000 : 008,Blank Votes,,8
Niagara,Governor,,Wheatfield 000 : 009,Blank Votes,,9
Niagara,Governor,,Wheatfield 000 : 010,Blank Votes,,6
Niagara,Governor,,Wheatfield 000 : 011,Blank Votes,,14
Niagara,Governor,,Wheatfield 000 : 012,Blank Votes,,14
Niagara,Governor,,Wheatfield 000 : 013,Blank Votes,,15
Niagara,Governor,,Wheatfield 000 : 014,Blank Votes,,9
Niagara,Governor,,Wilson 000 : 001,Blank Votes,,9
Niagara,Governor,,Wilson 000 : 002,Blank Votes,,9
Niagara,Governor,,Wilson 000 : 003,Blank Votes,,8
Niagara,Governor,,Wilson 000 : 004,Blank Votes,,7
Niagara,Governor,,Wilson 000 : 005,Blank Votes,,9
Niagara,Comptroller,,Cambria 000  : 001,Thomas P. DiNapoli,DEM,148
Niagara,Comptroller,,Cambria 000  : 002,Thomas P. DiNapoli,DEM,194
Niagara,Comptroller,,Cambria 000  : 003,Thomas P. DiNapoli,DEM,207
Niagara,Comptroller,,Cambria 000  : 004,Thomas P. DiNapoli,DEM,238
Niagara,Comptroller,,City of Lockport 001 : 001,Thomas P. DiNapoli,DEM,184
Niagara,Comptroller,,City of Lockport 001 : 002,Thomas P. DiNapoli,DEM,143
Niagara,Comptroller,,City of Lockport 001 : 003,Thomas P. DiNapoli,DEM,214
Niagara,Comptroller,,City of Lockport 001 : 004,Thomas P. DiNapoli,DEM,57
Niagara,Comptroller,,City of Lockport 002 : 001,Thomas P. DiNapoli,DEM,129
Niagara,Comptroller,,City of Lockport 002 : 002,Thomas P. DiNapoli,DEM,173
Niagara,Comptroller,,City of Lockport 002 : 003,Thomas P. DiNapoli,DEM,209
Niagara,Comptroller,,City of Lockport 002 : 004,Thomas P. DiNapoli,DEM,284
Niagara,Comptroller,,City of Lockport 003 : 001,Thomas P. DiNapoli,DEM,188
Niagara,Comptroller,,City of Lockport 003 : 002,Thomas P. DiNapoli,DEM,158
Niagara,Comptroller,,City of Lockport 003 : 003,Thomas P. DiNapoli,DEM,158
Niagara,Comptroller,,City of Lockport 004 : 001,Thomas P. DiNapoli,DEM,152
Niagara,Comptroller,,City of Lockport 004 : 002,Thomas P. DiNapoli,DEM,144
Niagara,Comptroller,,City of Lockport 004 : 003,Thomas P. DiNapoli,DEM,225
Niagara,Comptroller,,City of Lockport 004 : 004,Thomas P. DiNapoli,DEM,106
Niagara,Comptroller,,City of Lockport 005 : 001,Thomas P. DiNapoli,DEM,153
Niagara,Comptroller,,City of Lockport 005 : 002,Thomas P. DiNapoli,DEM,184
Niagara,Comptroller,,City of Lockport 005 : 003,Thomas P. DiNapoli,DEM,303
Niagara,Comptroller,,City of Lockport 005 : 004,Thomas P. DiNapoli,DEM,155
Niagara,Comptroller,,Hartland 000 : 001,Thomas P. DiNapoli,DEM,138
Niagara,Comptroller,,Hartland 000 : 002,Thomas P. DiNapoli,DEM,141
Niagara,Comptroller,,Hartland 000 : 003,Thomas P. DiNapoli,DEM,122
Niagara,Comptroller,,Lewiston 000 : 001,Thomas P. DiNapoli,DEM,189
Niagara,Comptroller,,Lewiston 000 : 002,Thomas P. DiNapoli,DEM,239
Niagara,Comptroller,,Lewiston 000 : 003,Thomas P. DiNapoli,DEM,225
Niagara,Comptroller,,Lewiston 000 : 004,Thomas P. DiNapoli,DEM,266
Niagara,Comptroller,,Lewiston 000 : 005,Thomas P. DiNapoli,DEM,276
Niagara,Comptroller,,Lewiston 000 : 006,Thomas P. DiNapoli,DEM,170
Niagara,Comptroller,,Lewiston 000 : 007,Thomas P. DiNapoli,DEM,166
Niagara,Comptroller,,Lewiston 000 : 008,Thomas P. DiNapoli,DEM,173
Niagara,Comptroller,,Lewiston 000 : 009,Thomas P. DiNapoli,DEM,209
Niagara,Comptroller,,Lewiston 000 : 010,Thomas P. DiNapoli,DEM,169
Niagara,Comptroller,,Lewiston 000 : 011,Thomas P. DiNapoli,DEM,325
Niagara,Comptroller,,Lewiston 000 : 012,Thomas P. DiNapoli,DEM,176
Niagara,Comptroller,,Lewiston 000 : 013,Thomas P. DiNapoli,DEM,298
Niagara,Comptroller,,Lewiston 000 : 014,Thomas P. DiNapoli,DEM,226
Niagara,Comptroller,,N Tonawanda 001 : 001,Thomas P. DiNapoli,DEM,157
Niagara,Comptroller,,N Tonawanda 001 : 002,Thomas P. DiNapoli,DEM,194
Niagara,Comptroller,,N Tonawanda 001 : 003,Thomas P. DiNapoli,DEM,157
Niagara,Comptroller,,N Tonawanda 001 : 004,Thomas P. DiNapoli,DEM,221
Niagara,Comptroller,,N Tonawanda 001 : 005,Thomas P. DiNapoli,DEM,151
Niagara,Comptroller,,N Tonawanda 001 : 006,Thomas P. DiNapoli,DEM,178
Niagara,Comptroller,,N Tonawanda 001 : 007,Thomas P. DiNapoli,DEM,117
Niagara,Comptroller,,N Tonawanda 001 : 008,Thomas P. DiNapoli,DEM,81
Niagara,Comptroller,,N Tonawanda 001 : 009,Thomas P. DiNapoli,DEM,214
Niagara,Comptroller,,N Tonawanda 001 : 010,Thomas P. DiNapoli,DEM,155
Niagara,Comptroller,,N Tonawanda 002 : 001,Thomas P. DiNapoli,DEM,109
Niagara,Comptroller,,N Tonawanda 002 : 002,Thomas P. DiNapoli,DEM,119
Niagara,Comptroller,,N Tonawanda 002 : 003,Thomas P. DiNapoli,DEM,184
Niagara,Comptroller,,N Tonawanda 002 : 004,Thomas P. DiNapoli,DEM,108
Niagara,Comptroller,,N Tonawanda 002 : 005,Thomas P. DiNapoli,DEM,181
Niagara,Comptroller,,N Tonawanda 002 : 006,Thomas P. DiNapoli,DEM,3
Niagara,Comptroller,,N Tonawanda 002 : 007,Thomas P. DiNapoli,DEM,225
Niagara,Comptroller,,N Tonawanda 002 : 008,Thomas P. DiNapoli,DEM,107
Niagara,Comptroller,,N Tonawanda 002 : 009,Thomas P. DiNapoli,DEM,104
Niagara,Comptroller,,N Tonawanda 002 : 010,Thomas P. DiNapoli,DEM,80
Niagara,Comptroller,,N Tonawanda 002 : 011,Thomas P. DiNapoli,DEM,127
Niagara,Comptroller,,N Tonawanda 003 : 001,Thomas P. DiNapoli,DEM,140
Niagara,Comptroller,,N Tonawanda 003 : 002,Thomas P. DiNapoli,DEM,92
Niagara,Comptroller,,N Tonawanda 003 : 003,Thomas P. DiNapoli,DEM,101
Niagara,Comptroller,,N Tonawanda 003 : 004,Thomas P. DiNapoli,DEM,240
Niagara,Comptroller,,N Tonawanda 003 : 005,Thomas P. DiNapoli,DEM,180
Niagara,Comptroller,,N Tonawanda 003 : 006,Thomas P. DiNapoli,DEM,224
Niagara,Comptroller,,N Tonawanda 003 : 007,Thomas P. DiNapoli,DEM,138
Niagara,Comptroller,,N Tonawanda 003 : 008,Thomas P. DiNapoli,DEM,114
Niagara,Comptroller,,N Tonawanda 003 : 009,Thomas P. DiNapoli,DEM,135
Niagara,Comptroller,,N Tonawanda 003 : 010,Thomas P. DiNapoli,DEM,118
Niagara,Comptroller,,N Tonawanda 003 : 011,Thomas P. DiNapoli,DEM,138
Niagara,Comptroller,,N Tonawanda 003 : 012,Thomas P. DiNapoli,DEM,275
Niagara,Comptroller,,Newfane 000 : 001,Thomas P. DiNapoli,DEM,122
Niagara,Comptroller,,Newfane 000 : 002,Thomas P. DiNapoli,DEM,140
Niagara,Comptroller,,Newfane 000 : 003,Thomas P. DiNapoli,DEM,126
Niagara,Comptroller,,Newfane 000 : 004,Thomas P. DiNapoli,DEM,206
Niagara,Comptroller,,Newfane 000 : 005,Thomas P. DiNapoli,DEM,209
Niagara,Comptroller,,Newfane 000 : 006,Thomas P. DiNapoli,DEM,138
Niagara,Comptroller,,Newfane 000 : 007,Thomas P. DiNapoli,DEM,140
Niagara,Comptroller,,Newfane 000 : 008,Thomas P. DiNapoli,DEM,145
Niagara,Comptroller,,Niagara Falls 003 : 001,Thomas P. DiNapoli,DEM,140
Niagara,Comptroller,,Niagara Falls 003 : 002,Thomas P. DiNapoli,DEM,182
Niagara,Comptroller,,Niagara Falls 003 : 003,Thomas P. DiNapoli,DEM,266
Niagara,Comptroller,,Niagara Falls 003 : 004,Thomas P. DiNapoli,DEM,236
Niagara,Comptroller,,Niagara Falls 003 : 005,Thomas P. DiNapoli,DEM,279
Niagara,Comptroller,,Niagara Falls 003 : 006,Thomas P. DiNapoli,DEM,198
Niagara,Comptroller,,Niagara Falls 003 : 007,Thomas P. DiNapoli,DEM,265
Niagara,Comptroller,,Niagara Falls 003 : 008,Thomas P. DiNapoli,DEM,221
Niagara,Comptroller,,Niagara Falls 003 : 009,Thomas P. DiNapoli,DEM,111
Niagara,Comptroller,,Niagara Falls 003 : 010,Thomas P. DiNapoli,DEM,179
Niagara,Comptroller,,Niagara Falls 003 : 011,Thomas P. DiNapoli,DEM,162
Niagara,Comptroller,,Niagara Falls 003 : 012,Thomas P. DiNapoli,DEM,105
Niagara,Comptroller,,Niagara Falls 003 : 013,Thomas P. DiNapoli,DEM,13
Niagara,Comptroller,,Niagara Falls 004 : 001,Thomas P. DiNapoli,DEM,318
Niagara,Comptroller,,Niagara Falls 004 : 002,Thomas P. DiNapoli,DEM,237
Niagara,Comptroller,,Niagara Falls 004 : 003,Thomas P. DiNapoli,DEM,200
Niagara,Comptroller,,Niagara Falls 004 : 004,Thomas P. DiNapoli,DEM,199
Niagara,Comptroller,,Niagara Falls 004 : 005,Thomas P. DiNapoli,DEM,208
Niagara,Comptroller,,Niagara Falls 004 : 006,Thomas P. DiNapoli,DEM,119
Niagara,Comptroller,,Niagara Falls 004 : 007,Thomas P. DiNapoli,DEM,193
Niagara,Comptroller,,Niagara Falls 004 : 008,Thomas P. DiNapoli,DEM,235
Niagara,Comptroller,,Niagara Falls 005 : 001,Thomas P. DiNapoli,DEM,246
Niagara,Comptroller,,Niagara Falls 005 : 002,Thomas P. DiNapoli,DEM,242
Niagara,Comptroller,,Niagara Falls 005 : 003,Thomas P. DiNapoli,DEM,204
Niagara,Comptroller,,Niagara Falls 005 : 004,Thomas P. DiNapoli,DEM,157
Niagara,Comptroller,,Niagara Falls 005 : 005,Thomas P. DiNapoli,DEM,185
Niagara,Comptroller,,Niagara Falls 005 : 006,Thomas P. DiNapoli,DEM,182
Niagara,Comptroller,,Niagara Falls 006 : 001,Thomas P. DiNapoli,DEM,276
Niagara,Comptroller,,Niagara Falls 006 : 002,Thomas P. DiNapoli,DEM,261
Niagara,Comptroller,,Niagara Falls 006 : 003,Thomas P. DiNapoli,DEM,168
Niagara,Comptroller,,Niagara Falls 006 : 004,Thomas P. DiNapoli,DEM,188
Niagara,Comptroller,,Niagara Falls 006 : 005,Thomas P. DiNapoli,DEM,146
Niagara,Comptroller,,Niagara Falls 006 : 006,Thomas P. DiNapoli,DEM,113
Niagara,Comptroller,,Niagara Falls 006 : 007,Thomas P. DiNapoli,DEM,172
Niagara,Comptroller,,Niagara Falls 006 : 008,Thomas P. DiNapoli,DEM,187
Niagara,Comptroller,,Niagara Falls 006 : 009,Thomas P. DiNapoli,DEM,179
Niagara,Comptroller,,Niagara Falls 006 : 010,Thomas P. DiNapoli,DEM,183
Niagara,Comptroller,,Pendleton 000 : 001,Thomas P. DiNapoli,DEM,197
Niagara,Comptroller,,Pendleton 000 : 002,Thomas P. DiNapoli,DEM,172
Niagara,Comptroller,,Pendleton 000 : 003,Thomas P. DiNapoli,DEM,197
Niagara,Comptroller,,Pendleton 000 : 004,Thomas P. DiNapoli,DEM,243
Niagara,Comptroller,,Pendleton 000 : 005,Thomas P. DiNapoli,DEM,140
Niagara,Comptroller,,Pendleton 000 : 006,Thomas P. DiNapoli,DEM,176
Niagara,Comptroller,,Porter 000 : 001,Thomas P. DiNapoli,DEM,240
Niagara,Comptroller,,Porter 000 : 002,Thomas P. DiNapoli,DEM,200
Niagara,Comptroller,,Porter 000 : 003,Thomas P. DiNapoli,DEM,146
Niagara,Comptroller,,Porter 000 : 004,Thomas P. DiNapoli,DEM,107
Niagara,Comptroller,,Porter 000 : 005,Thomas P. DiNapoli,DEM,275
Niagara,Comptroller,,Porter 000 : 006,Thomas P. DiNapoli,DEM,184
Niagara,Comptroller,,Royalton 000 : 001,Thomas P. DiNapoli,DEM,182
Niagara,Comptroller,,Royalton 000 : 002,Thomas P. DiNapoli,DEM,207
Niagara,Comptroller,,Royalton 000 : 003,Thomas P. DiNapoli,DEM,161
Niagara,Comptroller,,Royalton 000 : 004,Thomas P. DiNapoli,DEM,59
Niagara,Comptroller,,Royalton 000 : 005,Thomas P. DiNapoli,DEM,69
Niagara,Comptroller,,Royalton 000 : 006,Thomas P. DiNapoli,DEM,161
Niagara,Comptroller,,Somerset 000 : 001,Thomas P. DiNapoli,DEM,131
Niagara,Comptroller,,Somerset 000 : 002,Thomas P. DiNapoli,DEM,127
Niagara,Comptroller,,Town of Lockport 000 : 001,Thomas P. DiNapoli,DEM,139
Niagara,Comptroller,,Town of Lockport 000 : 002,Thomas P. DiNapoli,DEM,177
Niagara,Comptroller,,Town of Lockport 000 : 003,Thomas P. DiNapoli,DEM,116
Niagara,Comptroller,,Town of Lockport 000 : 004,Thomas P. DiNapoli,DEM,261
Niagara,Comptroller,,Town of Lockport 000 : 005,Thomas P. DiNapoli,DEM,204
Niagara,Comptroller,,Town of Lockport 000 : 006,Thomas P. DiNapoli,DEM,223
Niagara,Comptroller,,Town of Lockport 000 : 007,Thomas P. DiNapoli,DEM,155
Niagara,Comptroller,,Town of Lockport 000 : 008,Thomas P. DiNapoli,DEM,122
Niagara,Comptroller,,Town of Lockport 000 : 009,Thomas P. DiNapoli,DEM,209
Niagara,Comptroller,,Town of Lockport 000 : 010,Thomas P. DiNapoli,DEM,124
Niagara,Comptroller,,Town of Lockport 000 : 011,Thomas P. DiNapoli,DEM,236
Niagara,Comptroller,,Town of Lockport 000 : 012,Thomas P. DiNapoli,DEM,209
Niagara,Comptroller,,Town of Lockport 000 : 013,Thomas P. DiNapoli,DEM,254
Niagara,Comptroller,,Town of Lockport 000 : 014,Thomas P. DiNapoli,DEM,307
Niagara,Comptroller,,Town of Lockport 000 : 015,Thomas P. DiNapoli,DEM,250
Niagara,Comptroller,,Town of Lockport 000 : 016,Thomas P. DiNapoli,DEM,185
Niagara,Comptroller,,Town of Niagara 000 : 001,Thomas P. DiNapoli,DEM,127
Niagara,Comptroller,,Town of Niagara 000 : 002,Thomas P. DiNapoli,DEM,63
Niagara,Comptroller,,Town of Niagara 000 : 003,Thomas P. DiNapoli,DEM,174
Niagara,Comptroller,,Town of Niagara 000 : 004,Thomas P. DiNapoli,DEM,132
Niagara,Comptroller,,Town of Niagara 000 : 005,Thomas P. DiNapoli,DEM,247
Niagara,Comptroller,,Town of Niagara 000 : 006,Thomas P. DiNapoli,DEM,105
Niagara,Comptroller,,Town of Niagara 000 : 007,Thomas P. DiNapoli,DEM,229
Niagara,Comptroller,,Wheatfield 000 : 001,Thomas P. DiNapoli,DEM,128
Niagara,Comptroller,,Wheatfield 000 : 002,Thomas P. DiNapoli,DEM,164
Niagara,Comptroller,,Wheatfield 000 : 003,Thomas P. DiNapoli,DEM,195
Niagara,Comptroller,,Wheatfield 000 : 004,Thomas P. DiNapoli,DEM,209
Niagara,Comptroller,,Wheatfield 000 : 005,Thomas P. DiNapoli,DEM,283
Niagara,Comptroller,,Wheatfield 000 : 006,Thomas P. DiNapoli,DEM,270
Niagara,Comptroller,,Wheatfield 000 : 007,Thomas P. DiNapoli,DEM,268
Niagara,Comptroller,,Wheatfield 000 : 008,Thomas P. DiNapoli,DEM,211
Niagara,Comptroller,,Wheatfield 000 : 009,Thomas P. DiNapoli,DEM,169
Niagara,Comptroller,,Wheatfield 000 : 010,Thomas P. DiNapoli,DEM,206
Niagara,Comptroller,,Wheatfield 000 : 011,Thomas P. DiNapoli,DEM,298
Niagara,Comptroller,,Wheatfield 000 : 012,Thomas P. DiNapoli,DEM,255
Niagara,Comptroller,,Wheatfield 000 : 013,Thomas P. DiNapoli,DEM,216
Niagara,Comptroller,,Wheatfield 000 : 014,Thomas P. DiNapoli,DEM,198
Niagara,Comptroller,,Wilson 000 : 001,Thomas P. DiNapoli,DEM,174
Niagara,Comptroller,,Wilson 000 : 002,Thomas P. DiNapoli,DEM,162
Niagara,Comptroller,,Wilson 000 : 003,Thomas P. DiNapoli,DEM,188
Niagara,Comptroller,,Wilson 000 : 004,Thomas P. DiNapoli,DEM,143
Niagara,Comptroller,,Wilson 000 : 005,Thomas P. DiNapoli,DEM,132
Niagara,Comptroller,,Cambria 000  : 001,Jonathan Trichter,REP,219
Niagara,Comptroller,,Cambria 000  : 002,Jonathan Trichter,REP,277
Niagara,Comptroller,,Cambria 000  : 003,Jonathan Trichter,REP,292
Niagara,Comptroller,,Cambria 000  : 004,Jonathan Trichter,REP,295
Niagara,Comptroller,,City of Lockport 001 : 001,Jonathan Trichter,REP,85
Niagara,Comptroller,,City of Lockport 001 : 002,Jonathan Trichter,REP,110
Niagara,Comptroller,,City of Lockport 001 : 003,Jonathan Trichter,REP,128
Niagara,Comptroller,,City of Lockport 001 : 004,Jonathan Trichter,REP,22
Niagara,Comptroller,,City of Lockport 002 : 001,Jonathan Trichter,REP,80
Niagara,Comptroller,,City of Lockport 002 : 002,Jonathan Trichter,REP,110
Niagara,Comptroller,,City of Lockport 002 : 003,Jonathan Trichter,REP,133
Niagara,Comptroller,,City of Lockport 002 : 004,Jonathan Trichter,REP,191
Niagara,Comptroller,,City of Lockport 003 : 001,Jonathan Trichter,REP,144
Niagara,Comptroller,,City of Lockport 003 : 002,Jonathan Trichter,REP,84
Niagara,Comptroller,,City of Lockport 003 : 003,Jonathan Trichter,REP,106
Niagara,Comptroller,,City of Lockport 004 : 001,Jonathan Trichter,REP,106
Niagara,Comptroller,,City of Lockport 004 : 002,Jonathan Trichter,REP,93
Niagara,Comptroller,,City of Lockport 004 : 003,Jonathan Trichter,REP,154
Niagara,Comptroller,,City of Lockport 004 : 004,Jonathan Trichter,REP,16
Niagara,Comptroller,,City of Lockport 005 : 001,Jonathan Trichter,REP,79
Niagara,Comptroller,,City of Lockport 005 : 002,Jonathan Trichter,REP,138
Niagara,Comptroller,,City of Lockport 005 : 003,Jonathan Trichter,REP,181
Niagara,Comptroller,,City of Lockport 005 : 004,Jonathan Trichter,REP,81
Niagara,Comptroller,,Hartland 000 : 001,Jonathan Trichter,REP,237
Niagara,Comptroller,,Hartland 000 : 002,Jonathan Trichter,REP,265
Niagara,Comptroller,,Hartland 000 : 003,Jonathan Trichter,REP,224
Niagara,Comptroller,,Lewiston 000 : 001,Jonathan Trichter,REP,149
Niagara,Comptroller,,Lewiston 000 : 002,Jonathan Trichter,REP,176
Niagara,Comptroller,,Lewiston 000 : 003,Jonathan Trichter,REP,133
Niagara,Comptroller,,Lewiston 000 : 004,Jonathan Trichter,REP,206
Niagara,Comptroller,,Lewiston 000 : 005,Jonathan Trichter,REP,215
Niagara,Comptroller,,Lewiston 000 : 006,Jonathan Trichter,REP,218
Niagara,Comptroller,,Lewiston 000 : 007,Jonathan Trichter,REP,191
Niagara,Comptroller,,Lewiston 000 : 008,Jonathan Trichter,REP,211
Niagara,Comptroller,,Lewiston 000 : 009,Jonathan Trichter,REP,216
Niagara,Comptroller,,Lewiston 000 : 010,Jonathan Trichter,REP,153
Niagara,Comptroller,,Lewiston 000 : 011,Jonathan Trichter,REP,192
Niagara,Comptroller,,Lewiston 000 : 012,Jonathan Trichter,REP,189
Niagara,Comptroller,,Lewiston 000 : 013,Jonathan Trichter,REP,205
Niagara,Comptroller,,Lewiston 000 : 014,Jonathan Trichter,REP,183
Niagara,Comptroller,,N Tonawanda 001 : 001,Jonathan Trichter,REP,123
Niagara,Comptroller,,N Tonawanda 001 : 002,Jonathan Trichter,REP,155
Niagara,Comptroller,,N Tonawanda 001 : 003,Jonathan Trichter,REP,112
Niagara,Comptroller,,N Tonawanda 001 : 004,Jonathan Trichter,REP,162
Niagara,Comptroller,,N Tonawanda 001 : 005,Jonathan Trichter,REP,137
Niagara,Comptroller,,N Tonawanda 001 : 006,Jonathan Trichter,REP,134
Niagara,Comptroller,,N Tonawanda 001 : 007,Jonathan Trichter,REP,88
Niagara,Comptroller,,N Tonawanda 001 : 008,Jonathan Trichter,REP,66
Niagara,Comptroller,,N Tonawanda 001 : 009,Jonathan Trichter,REP,163
Niagara,Comptroller,,N Tonawanda 001 : 010,Jonathan Trichter,REP,115
Niagara,Comptroller,,N Tonawanda 002 : 001,Jonathan Trichter,REP,76
Niagara,Comptroller,,N Tonawanda 002 : 002,Jonathan Trichter,REP,97
Niagara,Comptroller,,N Tonawanda 002 : 003,Jonathan Trichter,REP,121
Niagara,Comptroller,,N Tonawanda 002 : 004,Jonathan Trichter,REP,84
Niagara,Comptroller,,N Tonawanda 002 : 005,Jonathan Trichter,REP,86
Niagara,Comptroller,,N Tonawanda 002 : 006,Jonathan Trichter,REP,2
Niagara,Comptroller,,N Tonawanda 002 : 007,Jonathan Trichter,REP,172
Niagara,Comptroller,,N Tonawanda 002 : 008,Jonathan Trichter,REP,81
Niagara,Comptroller,,N Tonawanda 002 : 009,Jonathan Trichter,REP,65
Niagara,Comptroller,,N Tonawanda 002 : 010,Jonathan Trichter,REP,77
Niagara,Comptroller,,N Tonawanda 002 : 011,Jonathan Trichter,REP,64
Niagara,Comptroller,,N Tonawanda 003 : 001,Jonathan Trichter,REP,117
Niagara,Comptroller,,N Tonawanda 003 : 002,Jonathan Trichter,REP,95
Niagara,Comptroller,,N Tonawanda 003 : 003,Jonathan Trichter,REP,73
Niagara,Comptroller,,N Tonawanda 003 : 004,Jonathan Trichter,REP,215
Niagara,Comptroller,,N Tonawanda 003 : 005,Jonathan Trichter,REP,141
Niagara,Comptroller,,N Tonawanda 003 : 006,Jonathan Trichter,REP,159
Niagara,Comptroller,,N Tonawanda 003 : 007,Jonathan Trichter,REP,113
Niagara,Comptroller,,N Tonawanda 003 : 008,Jonathan Trichter,REP,120
Niagara,Comptroller,,N Tonawanda 003 : 009,Jonathan Trichter,REP,141
Niagara,Comptroller,,N Tonawanda 003 : 010,Jonathan Trichter,REP,94
Niagara,Comptroller,,N Tonawanda 003 : 011,Jonathan Trichter,REP,116
Niagara,Comptroller,,N Tonawanda 003 : 012,Jonathan Trichter,REP,221
Niagara,Comptroller,,Newfane 000 : 001,Jonathan Trichter,REP,111
Niagara,Comptroller,,Newfane 000 : 002,Jonathan Trichter,REP,175
