party,office,county,assembly_district,election_district,district,candidate,votes
Democratic,Alternate Delegate to the Judicial Convention,New York,76,3,76,JOAN M. ROBERTS,16
Democratic,Alternate Delegate to the Judicial Convention,New York,76,3,76,JONATHAN PIEL,19
Democratic,Alternate Delegate to the Judicial Convention,New York,76,3,76,JOSEPH HONG,18
Democratic,Alternate Delegate to the Judicial Convention,New York,76,3,76,MARCIE LEIGH HARTMAN,19
Democratic,Alternate Delegate to the Judicial Convention,New York,76,3,76,NANCY D. NEWCOMB,22
Democratic,Alternate Delegate to the Judicial Convention,New York,76,3,76,NANCY LANG,24
Democratic,Alternate Delegate to the Judicial Convention,New York,76,3,76,PATRICK BOBILIN,18
Democratic,Alternate Delegate to the Judicial Convention,New York,76,3,76,PIERRE RATZKI,10
Democratic,Alternate Delegate to the Judicial Convention,New York,76,3,76,REBECCA LAMORTE,14
Democratic,Alternate Delegate to the Judicial Convention,New York,76,3,76,ROY H. CARLIN,12
Democratic,Alternate Delegate to the Judicial Convention,New York,76,3,76,SHEILA FLAXMAN,20
Democratic,Alternate Delegate to the Judicial Convention,New York,76,3,76,WRITE-IN,1.0
Democratic,Alternate Delegate to the Judicial Convention,New York,76,30,76,BETSY TIFFANY,19
Democratic,Alternate Delegate to the Judicial Convention,New York,76,30,76,BRIDGET CUSICK,24
Democratic,Alternate Delegate to the Judicial Convention,New York,76,30,76,DANIEL EGERS,11
Democratic,Alternate Delegate to the Judicial Convention,New York,76,30,76,ELLEN RAVENEL,13
Democratic,Alternate Delegate to the Judicial Convention,New York,76,30,76,EMILY DAVIS,25
Democratic,Alternate Delegate to the Judicial Convention,New York,76,30,76,ESTHER BERNHARD YANG,27
Democratic,Alternate Delegate to the Judicial Convention,New York,76,30,76,FRANK WILKINSON,19
Democratic,Alternate Delegate to the Judicial Convention,New York,76,30,76,IRENE C. WARSHAUER,12
Democratic,Alternate Delegate to the Judicial Convention,New York,76,30,76,JANELLE ALVEREZ,19
Democratic,Alternate Delegate to the Judicial Convention,New York,76,30,76,JOAN M. ROBERTS,27
Democratic,Alternate Delegate to the Judicial Convention,New York,76,30,76,JONATHAN PIEL,14
Democratic,Alternate Delegate to the Judicial Convention,New York,76,30,76,JOSEPH HONG,8
Democratic,Alternate Delegate to the Judicial Convention,New York,76,30,76,MARCIE LEIGH HARTMAN,20
Democratic,Alternate Delegate to the Judicial Convention,New York,76,30,76,NANCY D. NEWCOMB,20
Democratic,Alternate Delegate to the Judicial Convention,New York,76,30,76,NANCY LANG,25
Democratic,Alternate Delegate to the Judicial Convention,New York,76,30,76,PATRICK BOBILIN,17
Democratic,Alternate Delegate to the Judicial Convention,New York,76,30,76,PIERRE RATZKI,15
Democratic,Alternate Delegate to the Judicial Convention,New York,76,30,76,REBECCA LAMORTE,21
Democratic,Alternate Delegate to the Judicial Convention,New York,76,30,76,ROY H. CARLIN,8
Democratic,Alternate Delegate to the Judicial Convention,New York,76,30,76,SHEILA FLAXMAN,27
Democratic,Alternate Delegate to the Judicial Convention,New York,76,30,76,WRITE-IN,1.0
Democratic,Alternate Delegate to the Judicial Convention,New York,76,31,76,BETSY TIFFANY,21
Democratic,Alternate Delegate to the Judicial Convention,New York,76,31,76,BRIDGET CUSICK,18
Democratic,Alternate Delegate to the Judicial Convention,New York,76,31,76,DANIEL EGERS,13
Democratic,Alternate Delegate to the Judicial Convention,New York,76,31,76,ELLEN RAVENEL,17
Democratic,Alternate Delegate to the Judicial Convention,New York,76,31,76,EMILY DAVIS,31
Democratic,Alternate Delegate to the Judicial Convention,New York,76,31,76,ESTHER BERNHARD YANG,22
Democratic,Alternate Delegate to the Judicial Convention,New York,76,31,76,FRANK WILKINSON,13
Democratic,Alternate Delegate to the Judicial Convention,New York,76,31,76,IRENE C. WARSHAUER,20
Democratic,Alternate Delegate to the Judicial Convention,New York,76,31,76,JANELLE ALVEREZ,17
Democratic,Alternate Delegate to the Judicial Convention,New York,76,31,76,JOAN M. ROBERTS,26
Democratic,Alternate Delegate to the Judicial Convention,New York,76,31,76,JONATHAN PIEL,23
Democratic,Alternate Delegate to the Judicial Convention,New York,76,31,76,JOSEPH HONG,13
Democratic,Alternate Delegate to the Judicial Convention,New York,76,31,76,MARCIE LEIGH HARTMAN,17
Democratic,Alternate Delegate to the Judicial Convention,New York,76,31,76,NANCY D. NEWCOMB,12
Democratic,Alternate Delegate to the Judicial Convention,New York,76,31,76,NANCY LANG,22
Democratic,Alternate Delegate to the Judicial Convention,New York,76,31,76,PATRICK BOBILIN,26
Democratic,Alternate Delegate to the Judicial Convention,New York,76,31,76,PIERRE RATZKI,9
Democratic,Alternate Delegate to the Judicial Convention,New York,76,31,76,REBECCA LAMORTE,16
Democratic,Alternate Delegate to the Judicial Convention,New York,76,31,76,ROY H. CARLIN,13
Democratic,Alternate Delegate to the Judicial Convention,New York,76,31,76,SHEILA FLAXMAN,24
Democratic,Alternate Delegate to the Judicial Convention,New York,76,31,76,WRITE-IN,0.0
Democratic,Alternate Delegate to the Judicial Convention,New York,76,32,76,BETSY TIFFANY,26
Democratic,Alternate Delegate to the Judicial Convention,New York,76,32,76,BRIDGET CUSICK,21
Democratic,Alternate Delegate to the Judicial Convention,New York,76,32,76,DANIEL EGERS,25
Democratic,Alternate Delegate to the Judicial Convention,New York,76,32,76,ELLEN RAVENEL,35
Democratic,Alternate Delegate to the Judicial Convention,New York,76,32,76,EMILY DAVIS,43
Democratic,Alternate Delegate to the Judicial Convention,New York,76,32,76,ESTHER BERNHARD YANG,27
Democratic,Alternate Delegate to the Judicial Convention,New York,76,32,76,FRANK WILKINSON,11
Democratic,Alternate Delegate to the Judicial Convention,New York,76,32,76,IRENE C. WARSHAUER,36
Democratic,Alternate Delegate to the Judicial Convention,New York,76,32,76,JANELLE ALVEREZ,33
Democratic,Alternate Delegate to the Judicial Convention,New York,76,32,76,JOAN M. ROBERTS,32
Democratic,Alternate Delegate to the Judicial Convention,New York,76,32,76,JONATHAN PIEL,25
Democratic,Alternate Delegate to the Judicial Convention,New York,76,32,76,JOSEPH HONG,19
Democratic,Alternate Delegate to the Judicial Convention,New York,76,32,76,MARCIE LEIGH HARTMAN,30
Democratic,Alternate Delegate to the Judicial Convention,New York,76,32,76,NANCY D. NEWCOMB,27
Democratic,Alternate Delegate to the Judicial Convention,New York,76,32,76,NANCY LANG,30
Democratic,Alternate Delegate to the Judicial Convention,New York,76,32,76,PATRICK BOBILIN,39
Democratic,Alternate Delegate to the Judicial Convention,New York,76,32,76,PIERRE RATZKI,14
Democratic,Alternate Delegate to the Judicial Convention,New York,76,32,76,REBECCA LAMORTE,35
Democratic,Alternate Delegate to the Judicial Convention,New York,76,32,76,ROY H. CARLIN,14
Democratic,Alternate Delegate to the Judicial Convention,New York,76,32,76,SHEILA FLAXMAN,35
Democratic,Alternate Delegate to the Judicial Convention,New York,76,32,76,WRITE-IN,0.0
Democratic,Alternate Delegate to the Judicial Convention,New York,76,33,76,BETSY TIFFANY,26
Democratic,Alternate Delegate to the Judicial Convention,New York,76,33,76,BRIDGET CUSICK,24
Democratic,Alternate Delegate to the Judicial Convention,New York,76,33,76,DANIEL EGERS,26
Democratic,Alternate Delegate to the Judicial Convention,New York,76,33,76,ELLEN RAVENEL,25
Democratic,Alternate Delegate to the Judicial Convention,New York,76,33,76,EMILY DAVIS,42
Democratic,Alternate Delegate to the Judicial Convention,New York,76,33,76,ESTHER BERNHARD YANG,36
Democratic,Alternate Delegate to the Judicial Convention,New York,76,33,76,FRANK WILKINSON,19
Democratic,Alternate Delegate to the Judicial Convention,New York,76,33,76,IRENE C. WARSHAUER,22
Democratic,Alternate Delegate to the Judicial Convention,New York,76,33,76,JANELLE ALVEREZ,37
Democratic,Alternate Delegate to the Judicial Convention,New York,76,33,76,JOAN M. ROBERTS,30
Democratic,Alternate Delegate to the Judicial Convention,New York,76,33,76,JONATHAN PIEL,23
Democratic,Alternate Delegate to the Judicial Convention,New York,76,33,76,JOSEPH HONG,26
Democratic,Alternate Delegate to the Judicial Convention,New York,76,33,76,MARCIE LEIGH HARTMAN,30
Democratic,Alternate Delegate to the Judicial Convention,New York,76,33,76,NANCY D. NEWCOMB,25
Democratic,Alternate Delegate to the Judicial Convention,New York,76,33,76,NANCY LANG,26
Democratic,Alternate Delegate to the Judicial Convention,New York,76,33,76,PATRICK BOBILIN,38
Democratic,Alternate Delegate to the Judicial Convention,New York,76,33,76,PIERRE RATZKI,15
Democratic,Alternate Delegate to the Judicial Convention,New York,76,33,76,REBECCA LAMORTE,36
Democratic,Alternate Delegate to the Judicial Convention,New York,76,33,76,ROY H. CARLIN,18
Democratic,Alternate Delegate to the Judicial Convention,New York,76,33,76,SHEILA FLAXMAN,24
Democratic,Alternate Delegate to the Judicial Convention,New York,76,33,76,WRITE-IN,2.0
Democratic,Alternate Delegate to the Judicial Convention,New York,76,34,76,BETSY TIFFANY,36
Democratic,Alternate Delegate to the Judicial Convention,New York,76,34,76,BRIDGET CUSICK,29
Democratic,Alternate Delegate to the Judicial Convention,New York,76,34,76,DANIEL EGERS,32
Democratic,Alternate Delegate to the Judicial Convention,New York,76,34,76,ELLEN RAVENEL,35
Democratic,Alternate Delegate to the Judicial Convention,New York,76,34,76,EMILY DAVIS,66
Democratic,Alternate Delegate to the Judicial Convention,New York,76,34,76,ESTHER BERNHARD YANG,46
Democratic,Alternate Delegate to the Judicial Convention,New York,76,34,76,FRANK WILKINSON,21
Democratic,Alternate Delegate to the Judicial Convention,New York,76,34,76,IRENE C. WARSHAUER,41
Democratic,Alternate Delegate to the Judicial Convention,New York,76,34,76,JANELLE ALVEREZ,56
Democratic,Alternate Delegate to the Judicial Convention,New York,76,34,76,JOAN M. ROBERTS,49
Democratic,Alternate Delegate to the Judicial Convention,New York,76,34,76,JONATHAN PIEL,43
Democratic,Alternate Delegate to the Judicial Convention,New York,76,34,76,JOSEPH HONG,19
Democratic,Alternate Delegate to the Judicial Convention,New York,76,34,76,MARCIE LEIGH HARTMAN,52
Democratic,Alternate Delegate to the Judicial Convention,New York,76,34,76,NANCY D. NEWCOMB,35
Democratic,Alternate Delegate to the Judicial Convention,New York,76,34,76,NANCY LANG,43
Democratic,Alternate Delegate to the Judicial Convention,New York,76,34,76,PATRICK BOBILIN,50
Democratic,Alternate Delegate to the Judicial Convention,New York,76,34,76,PIERRE RATZKI,23
Democratic,Alternate Delegate to the Judicial Convention,New York,76,34,76,REBECCA LAMORTE,59
Democratic,Alternate Delegate to the Judicial Convention,New York,76,34,76,ROY H. CARLIN,16
Democratic,Alternate Delegate to the Judicial Convention,New York,76,34,76,SHEILA FLAXMAN,61
Democratic,Alternate Delegate to the Judicial Convention,New York,76,34,76,WRITE-IN,1.0
Democratic,Alternate Delegate to the Judicial Convention,New York,76,35,76,BETSY TIFFANY,25
Democratic,Alternate Delegate to the Judicial Convention,New York,76,35,76,BRIDGET CUSICK,38
Democratic,Alternate Delegate to the Judicial Convention,New York,76,35,76,DANIEL EGERS,34
Democratic,Alternate Delegate to the Judicial Convention,New York,76,35,76,ELLEN RAVENEL,30
Democratic,Alternate Delegate to the Judicial Convention,New York,76,35,76,EMILY DAVIS,48
Democratic,Alternate Delegate to the Judicial Convention,New York,76,35,76,ESTHER BERNHARD YANG,44
Democratic,Alternate Delegate to the Judicial Convention,New York,76,35,76,FRANK WILKINSON,34
Democratic,Alternate Delegate to the Judicial Convention,New York,76,35,76,IRENE C. WARSHAUER,42
Democratic,Alternate Delegate to the Judicial Convention,New York,76,35,76,JANELLE ALVEREZ,34
Democratic,Alternate Delegate to the Judicial Convention,New York,76,35,76,JOAN M. ROBERTS,49
Democratic,Alternate Delegate to the Judicial Convention,New York,76,35,76,JONATHAN PIEL,38
Democratic,Alternate Delegate to the Judicial Convention,New York,76,35,76,JOSEPH HONG,27
Democratic,Alternate Delegate to the Judicial Convention,New York,76,35,76,MARCIE LEIGH HARTMAN,48
Democratic,Alternate Delegate to the Judicial Convention,New York,76,35,76,NANCY D. NEWCOMB,28
Democratic,Alternate Delegate to the Judicial Convention,New York,76,35,76,NANCY LANG,50
Democratic,Alternate Delegate to the Judicial Convention,New York,76,35,76,PATRICK BOBILIN,36
Democratic,Alternate Delegate to the Judicial Convention,New York,76,35,76,PIERRE RATZKI,33
Democratic,Alternate Delegate to the Judicial Convention,New York,76,35,76,REBECCA LAMORTE,41
Democratic,Alternate Delegate to the Judicial Convention,New York,76,35,76,ROY H. CARLIN,22
Democratic,Alternate Delegate to the Judicial Convention,New York,76,35,76,SHEILA FLAXMAN,61
Democratic,Alternate Delegate to the Judicial Convention,New York,76,35,76,WRITE-IN,7.0
Democratic,Alternate Delegate to the Judicial Convention,New York,76,36,76,BETSY TIFFANY,27
Democratic,Alternate Delegate to the Judicial Convention,New York,76,36,76,BRIDGET CUSICK,26
Democratic,Alternate Delegate to the Judicial Convention,New York,76,36,76,DANIEL EGERS,16
Democratic,Alternate Delegate to the Judicial Convention,New York,76,36,76,ELLEN RAVENEL,20
Democratic,Alternate Delegate to the Judicial Convention,New York,76,36,76,EMILY DAVIS,40
Democratic,Alternate Delegate to the Judicial Convention,New York,76,36,76,ESTHER BERNHARD YANG,28
Democratic,Alternate Delegate to the Judicial Convention,New York,76,36,76,FRANK WILKINSON,14
Democratic,Alternate Delegate to the Judicial Convention,New York,76,36,76,IRENE C. WARSHAUER,20
Democratic,Alternate Delegate to the Judicial Convention,New York,76,36,76,JANELLE ALVEREZ,33
Democratic,Alternate Delegate to the Judicial Convention,New York,76,36,76,JOAN M. ROBERTS,27
Democratic,Alternate Delegate to the Judicial Convention,New York,76,36,76,JONATHAN PIEL,18
Democratic,Alternate Delegate to the Judicial Convention,New York,76,36,76,JOSEPH HONG,15
Democratic,Alternate Delegate to the Judicial Convention,New York,76,36,76,MARCIE LEIGH HARTMAN,24
Democratic,Alternate Delegate to the Judicial Convention,New York,76,36,76,NANCY D. NEWCOMB,24
Democratic,Alternate Delegate to the Judicial Convention,New York,76,36,76,NANCY LANG,28
Democratic,Alternate Delegate to the Judicial Convention,New York,76,36,76,PATRICK BOBILIN,32
Democratic,Alternate Delegate to the Judicial Convention,New York,76,36,76,PIERRE RATZKI,12
Democratic,Alternate Delegate to the Judicial Convention,New York,76,36,76,REBECCA LAMORTE,34
Democratic,Alternate Delegate to the Judicial Convention,New York,76,36,76,ROY H. CARLIN,10
Democratic,Alternate Delegate to the Judicial Convention,New York,76,36,76,SHEILA FLAXMAN,29
Democratic,Alternate Delegate to the Judicial Convention,New York,76,36,76,WRITE-IN,1.0
Democratic,Alternate Delegate to the Judicial Convention,New York,76,37,76,BETSY TIFFANY,24
Democratic,Alternate Delegate to the Judicial Convention,New York,76,37,76,BRIDGET CUSICK,25
Democratic,Alternate Delegate to the Judicial Convention,New York,76,37,76,DANIEL EGERS,18
Democratic,Alternate Delegate to the Judicial Convention,New York,76,37,76,ELLEN RAVENEL,23
Democratic,Alternate Delegate to the Judicial Convention,New York,76,37,76,EMILY DAVIS,35
Democratic,Alternate Delegate to the Judicial Convention,New York,76,37,76,ESTHER BERNHARD YANG,29
Democratic,Alternate Delegate to the Judicial Convention,New York,76,37,76,FRANK WILKINSON,15
Democratic,Alternate Delegate to the Judicial Convention,New York,76,37,76,IRENE C. WARSHAUER,25
Democratic,Alternate Delegate to the Judicial Convention,New York,76,37,76,JANELLE ALVEREZ,36
Democratic,Alternate Delegate to the Judicial Convention,New York,76,37,76,JOAN M. ROBERTS,24
Democratic,Alternate Delegate to the Judicial Convention,New York,76,37,76,JONATHAN PIEL,29
Democratic,Alternate Delegate to the Judicial Convention,New York,76,37,76,JOSEPH HONG,22
Democratic,Alternate Delegate to the Judicial Convention,New York,76,37,76,MARCIE LEIGH HARTMAN,27
Democratic,Alternate Delegate to the Judicial Convention,New York,76,37,76,NANCY D. NEWCOMB,21
Democratic,Alternate Delegate to the Judicial Convention,New York,76,37,76,NANCY LANG,33
Democratic,Alternate Delegate to the Judicial Convention,New York,76,37,76,PATRICK BOBILIN,24
Democratic,Alternate Delegate to the Judicial Convention,New York,76,37,76,PIERRE RATZKI,13
Democratic,Alternate Delegate to the Judicial Convention,New York,76,37,76,REBECCA LAMORTE,28
Democratic,Alternate Delegate to the Judicial Convention,New York,76,37,76,ROY H. CARLIN,13
Democratic,Alternate Delegate to the Judicial Convention,New York,76,37,76,SHEILA FLAXMAN,28
Democratic,Alternate Delegate to the Judicial Convention,New York,76,37,76,WRITE-IN,0.0
Democratic,Alternate Delegate to the Judicial Convention,New York,76,38,76,BETSY TIFFANY,27
