candidate,office,district,party,county,precinct,votes,,
Gillibrand,U.S. Senate,,,Genesee,Ward 2-1,86,,
CC Farley,U.S. Senate,,,Genesee,Ward 2-1,95,,
CC Farley,U.S. Senate,,,Genesee,Ward 2-1,15,,
Gillibrand,U.S. Senate,,,Genesee,Ward 2-1,6,,
Gillibrand,U.S. Senate,,,Genesee,Ward 2-1,4,,
Gillibrand,U.S. Senate,,,Genesee,Ward 2-1,3,,
CC Farley,U.S. Senate,,,Genesee,Ward 2-1,3,,
McMurray,U.S. House,27,,Genesee,Ward 2-1,103,,
Collins,U.S. House,27,,Genesee,Ward 2-1,83,,
Collins,U.S. House,27,,Genesee,Ward 2-1,16,,
McMurray,U.S. House,27,,Genesee,Ward 2-1,4,,
Collins,U.S. House,27,,Genesee,Ward 2-1,0,,
McMurray,U.S. House,27,,Genesee,Ward 2-1,4,,
Piegza,U.S. House,27,,Genesee,Ward 2-1,4,,
Seamans,State Senate,61,,Genesee,Ward 2-1,67,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 2-1,113,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 2-1,18,,
Seamans,State Senate,61,,Genesee,Ward 2-1,1,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 2-1,3,,
Seamans,State Senate,61,,Genesee,Ward 2-1,4,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 2-1,2,,
Hawley,State Assembly,139,,Genesee,Ward 2-1,136,,
Hawley,State Assembly,139,,Genesee,Ward 2-1,18,,
Hawley,State Assembly,139,,Genesee,Ward 2-1,8,,
Hawley,State Assembly,139,,Genesee,Ward 2-1,3,,
Glogowski,State Assembly,139,,Genesee,Ward 2-1,21,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 2-2,67,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 2-2,113,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 2-2,18,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,Ward 2-2,2,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 2-2,1,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 2-2,3,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 2-2,0,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 2-2,4,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,Ward 2-2,2,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,Ward 2-2,9,,
DiNapoli,Comptroller,,,Genesee,Ward 2-2,89,,
Trichter,Comptroller,,,Genesee,Ward 2-2,102,,
Trichter,Comptroller,,,Genesee,Ward 2-2,15,,
Dunlea,Comptroller,,,Genesee,Ward 2-2,2,,
DiNapoli,Comptroller,,,Genesee,Ward 2-2,2,,
DiNapoli,Comptroller,,,Genesee,Ward 2-2,3,,
DiNapoli,Comptroller,,,Genesee,Ward 2-2,1,,
DiNapoli,Comptroller,,,Genesee,Ward 2-2,0,,
Gallaudet ,Comptroller,,,Genesee,Ward 2-2,3,,
James,Attorney General,,,Genesee,Ward 2-2,71,,
Wofford,Attorney General,,,Genesee,Ward 2-2,116,,
Wofford,Attorney General,,,Genesee,Ward 2-2,19,,
Sussman,Attorney General,,,Genesee,Ward 2-2,0,,
James,Attorney General,,,Genesee,Ward 2-2,6,,
James,Attorney General,,,Genesee,Ward 2-2,0,,
Sliwa,Attorney General,,,Genesee,Ward 2-2,1,,
Garvey,Attorney General,,,Genesee,Ward 2-2,2,,
Gillibrand,U.S. Senate,,,Genesee,Ward 2-2,94,,
CC Farley,U.S. Senate,,,Genesee,Ward 2-2,98,,
CC Farley,U.S. Senate,,,Genesee,Ward 2-2,19,,
Gillibrand,U.S. Senate,,,Genesee,Ward 2-2,5,,
Gillibrand,U.S. Senate,,,Genesee,Ward 2-2,4,,
Gillibrand,U.S. Senate,,,Genesee,Ward 2-2,0,,
CC Farley,U.S. Senate,,,Genesee,Ward 2-2,1,,
McMurray,U.S. House,27,,Genesee,Ward 2-2,99,,
Collins,U.S. House,27,,Genesee,Ward 2-2,92,,
Collins,U.S. House,27,,Genesee,Ward 2-2,16,,
McMurray,U.S. House,27,,Genesee,Ward 2-2,6,,
Collins,U.S. House,27,,Genesee,Ward 2-2,1,,
McMurray,U.S. House,27,,Genesee,Ward 2-2,2,,
Piegza,U.S. House,27,,Genesee,Ward 2-2,7,,
Seamans,State Senate,61,,Genesee,Ward 2-2,67,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 2-2,133,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 2-2,18,,
Seamans,State Senate,61,,Genesee,Ward 2-2,3,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 2-2,0,,
Seamans,State Senate,61,,Genesee,Ward 2-2,0,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 2-2,0,,
Hawley,State Assembly,139,,Genesee,Ward 2-2,161,,
Hawley,State Assembly,139,,Genesee,Ward 2-2,22,,
Hawley,State Assembly,139,,Genesee,Ward 2-2,6,,
Hawley,State Assembly,139,,Genesee,Ward 2-2,2,,
Glogowski,State Assembly,139,,Genesee,Ward 2-2,17,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 2-3,147,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 2-3,136,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 2-3,18,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,Ward 2-3,6,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 2-3,4,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 2-3,3,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 2-3,1,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 2-3,4,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,Ward 2-3,5,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,Ward 2-3,26,,
DiNapoli,Comptroller,,,Genesee,Ward 2-3,179,,
Trichter,Comptroller,,,Genesee,Ward 2-3,116,,
Trichter,Comptroller,,,Genesee,Ward 2-3,14,,
Dunlea,Comptroller,,,Genesee,Ward 2-3,7,,
DiNapoli,Comptroller,,,Genesee,Ward 2-3,8,,
DiNapoli,Comptroller,,,Genesee,Ward 2-3,8,,
DiNapoli,Comptroller,,,Genesee,Ward 2-3,2,,
DiNapoli,Comptroller,,,Genesee,Ward 2-3,1,,
Gallaudet ,Comptroller,,,Genesee,Ward 2-3,11,,
James,Attorney General,,,Genesee,Ward 2-3,158,,
Wofford,Attorney General,,,Genesee,Ward 2-3,143,,
Wofford,Attorney General,,,Genesee,Ward 2-3,16,,
Sussman,Attorney General,,,Genesee,Ward 2-3,6,,
James,Attorney General,,,Genesee,Ward 2-3,6,,
James,Attorney General,,,Genesee,Ward 2-3,5,,
Sliwa,Attorney General,,,Genesee,Ward 2-3,2,,
Garvey,Attorney General,,,Genesee,Ward 2-3,9,,
Gillibrand,U.S. Senate,,,Genesee,Ward 2-3,186,,
CC Farley,U.S. Senate,,,Genesee,Ward 2-3,128,,
CC Farley,U.S. Senate,,,Genesee,Ward 2-3,16,,
Gillibrand,U.S. Senate,,,Genesee,Ward 2-3,6,,
Gillibrand,U.S. Senate,,,Genesee,Ward 2-3,7,,
Gillibrand,U.S. Senate,,,Genesee,Ward 2-3,4,,
CC Farley,U.S. Senate,,,Genesee,Ward 2-3,2,,
McMurray,U.S. House,27,,Genesee,Ward 2-3,200,,
Collins,U.S. House,27,,Genesee,Ward 2-3,106,,
Collins,U.S. House,27,,Genesee,Ward 2-3,12,,
McMurray,U.S. House,27,,Genesee,Ward 2-3,11,,
Collins,U.S. House,27,,Genesee,Ward 2-3,2,,
McMurray,U.S. House,27,,Genesee,Ward 2-3,8,,
Piegza,U.S. House,27,,Genesee,Ward 2-3,11,,
Seamans,State Senate,61,,Genesee,Ward 2-3,155,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 2-3,154,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 2-3,18,,
Seamans,State Senate,61,,Genesee,Ward 2-3,6,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 2-3,4,,
Seamans,State Senate,61,,Genesee,Ward 2-3,7,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 2-3,1,,
Hawley,State Assembly,139,,Genesee,Ward 2-3,207,,
Hawley,State Assembly,139,,Genesee,Ward 2-3,23,,
Hawley,State Assembly,139,,Genesee,Ward 2-3,19,,
Hawley,State Assembly,139,,Genesee,Ward 2-3,3,,
Glogowski,State Assembly,139,,Genesee,Ward 2-3,37,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 3-1,127,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 3-1,204,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 3-1,19,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,Ward 3-1,3,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 3-1,5,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 3-1,3,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 3-1,2,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 3-1,1,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,Ward 3-1,4,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,Ward 3-1,16,,
DiNapoli,Comptroller,,,Genesee,Ward 3-1,172,,
Trichter,Comptroller,,,Genesee,Ward 3-1,177,,
Trichter,Comptroller,,,Genesee,Ward 3-1,18,,
Dunlea,Comptroller,,,Genesee,Ward 3-1,1,,
DiNapoli,Comptroller,,,Genesee,Ward 3-1,6,,
DiNapoli,Comptroller,,,Genesee,Ward 3-1,10,,
DiNapoli,Comptroller,,,Genesee,Ward 3-1,1,,
DiNapoli,Comptroller,,,Genesee,Ward 3-1,1,,
Gallaudet ,Comptroller,,,Genesee,Ward 3-1,3,,
James,Attorney General,,,Genesee,Ward 3-1,140,,
Wofford,Attorney General,,,Genesee,Ward 3-1,211,,
Wofford,Attorney General,,,Genesee,Ward 3-1,18,,
Sussman,Attorney General,,,Genesee,Ward 3-1,2,,
James,Attorney General,,,Genesee,Ward 3-1,8,,
James,Attorney General,,,Genesee,Ward 3-1,3,,
Sliwa,Attorney General,,,Genesee,Ward 3-1,0,,
Garvey,Attorney General,,,Genesee,Ward 3-1,7,,
Gillibrand,U.S. Senate,,,Genesee,Ward 3-1,169,,
CC Farley,U.S. Senate,,,Genesee,Ward 3-1,185,,
CC Farley,U.S. Senate,,,Genesee,Ward 3-1,14,,
Gillibrand,U.S. Senate,,,Genesee,Ward 3-1,7,,
Gillibrand,U.S. Senate,,,Genesee,Ward 3-1,8,,
Gillibrand,U.S. Senate,,,Genesee,Ward 3-1,2,,
CC Farley,U.S. Senate,,,Genesee,Ward 3-1,5,,
McMurray,U.S. House,27,,Genesee,Ward 3-1,191,,
Collins,U.S. House,27,,Genesee,Ward 3-1,164,,
Collins,U.S. House,27,,Genesee,Ward 3-1,13,,
McMurray,U.S. House,27,,Genesee,Ward 3-1,15,,
Collins,U.S. House,27,,Genesee,Ward 3-1,1,,
McMurray,U.S. House,27,,Genesee,Ward 3-1,3,,
Piegza,U.S. House,27,,Genesee,Ward 3-1,7,,
Seamans,State Senate,61,,Genesee,Ward 3-1,135,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 3-1,224,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 3-1,20,,
Seamans,State Senate,61,,Genesee,Ward 3-1,5,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 3-1,4,,
Seamans,State Senate,61,,Genesee,Ward 3-1,2,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 3-1,1,,
Hawley,State Assembly,139,,Genesee,Ward 3-1,250,,
Hawley,State Assembly,139,,Genesee,Ward 3-1,23,,
Hawley,State Assembly,139,,Genesee,Ward 3-1,14,,
Hawley,State Assembly,139,,Genesee,Ward 3-1,5,,
Glogowski,State Assembly,139,,Genesee,Ward 3-1,34,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 3-2,130,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 3-2,115,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 3-2,24,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,Ward 3-2,7,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 3-2,6,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 3-2,5,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 3-2,1,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 3-2,1,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,Ward 3-2,8,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,Ward 3-2,23,,
DiNapoli,Comptroller,,,Genesee,Ward 3-2,167,,
Trichter,Comptroller,,,Genesee,Ward 3-2,102,,
Trichter,Comptroller,,,Genesee,Ward 3-2,18,,
Dunlea,Comptroller,,,Genesee,Ward 3-2,7,,
DiNapoli,Comptroller,,,Genesee,Ward 3-2,5,,
DiNapoli,Comptroller,,,Genesee,Ward 3-2,4,,
DiNapoli,Comptroller,,,Genesee,Ward 3-2,1,,
DiNapoli,Comptroller,,,Genesee,Ward 3-2,0,,
Gallaudet ,Comptroller,,,Genesee,Ward 3-2,13,,
James,Attorney General,,,Genesee,Ward 3-2,141,,
Wofford,Attorney General,,,Genesee,Ward 3-2,130,,
Wofford,Attorney General,,,Genesee,Ward 3-2,15,,
Sussman,Attorney General,,,Genesee,Ward 3-2,5,,
James,Attorney General,,,Genesee,Ward 3-2,7,,
James,Attorney General,,,Genesee,Ward 3-2,3,,
Sliwa,Attorney General,,,Genesee,Ward 3-2,1,,
Garvey,Attorney General,,,Genesee,Ward 3-2,15,,
Gillibrand,U.S. Senate,,,Genesee,Ward 3-2,170,,
CC Farley,U.S. Senate,,,Genesee,Ward 3-2,110,,
CC Farley,U.S. Senate,,,Genesee,Ward 3-2,19,,
Gillibrand,U.S. Senate,,,Genesee,Ward 3-2,9,,
Gillibrand,U.S. Senate,,,Genesee,Ward 3-2,8,,
Gillibrand,U.S. Senate,,,Genesee,Ward 3-2,0,,
CC Farley,U.S. Senate,,,Genesee,Ward 3-2,2,,
McMurray,U.S. House,27,,Genesee,Ward 3-2,174,,
Collins,U.S. House,27,,Genesee,Ward 3-2,101,,
Collins,U.S. House,27,,Genesee,Ward 3-2,12,,
McMurray,U.S. House,27,,Genesee,Ward 3-2,14,,
Collins,U.S. House,27,,Genesee,Ward 3-2,2,,
McMurray,U.S. House,27,,Genesee,Ward 3-2,2,,
Piegza,U.S. House,27,,Genesee,Ward 3-2,11,,
Seamans,State Senate,61,,Genesee,Ward 3-2,126,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 3-2,150,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 3-2,15,,
Seamans,State Senate,61,,Genesee,Ward 3-2,14,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 3-2,7,,
Seamans,State Senate,61,,Genesee,Ward 3-2,2,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 3-2,1,,
Hawley,State Assembly,139,,Genesee,Ward 3-2,173,,
Hawley,State Assembly,139,,Genesee,Ward 3-2,24,,
Hawley,State Assembly,139,,Genesee,Ward 3-2,20,,
Hawley,State Assembly,139,,Genesee,Ward 3-2,3,,
Glogowski,State Assembly,139,,Genesee,Ward 3-2,44,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 4-1,109,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 4-1,139,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 4-1,26,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,Ward 4-1,13,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 4-1,3,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 4-1,4,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 4-1,2,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 4-1,2,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,Ward 4-1,3,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,Ward 4-1,27,,
DiNapoli,Comptroller,,,Genesee,Ward 4-1,137,,
Trichter,Comptroller,,,Genesee,Ward 4-1,115,,
Trichter,Comptroller,,,Genesee,Ward 4-1,26,,
Dunlea,Comptroller,,,Genesee,Ward 4-1,12,,
DiNapoli,Comptroller,,,Genesee,Ward 4-1,5,,
DiNapoli,Comptroller,,,Genesee,Ward 4-1,13,,
DiNapoli,Comptroller,,,Genesee,Ward 4-1,5,,
DiNapoli,Comptroller,,,Genesee,Ward 4-1,1,,
Gallaudet ,Comptroller,,,Genesee,Ward 4-1,6,,
James,Attorney General,,,Genesee,Ward 4-1,123,,
Wofford,Attorney General,,,Genesee,Ward 4-1,141,,
Wofford,Attorney General,,,Genesee,Ward 4-1,30,,
Sussman,Attorney General,,,Genesee,Ward 4-1,6,,
James,Attorney General,,,Genesee,Ward 4-1,6,,
James,Attorney General,,,Genesee,Ward 4-1,8,,
Sliwa,Attorney General,,,Genesee,Ward 4-1,2,,
Garvey,Attorney General,,,Genesee,Ward 4-1,7,,
Gillibrand,U.S. Senate,,,Genesee,Ward 4-1,156,,
CC Farley,U.S. Senate,,,Genesee,Ward 4-1,117,,
CC Farley,U.S. Senate,,,Genesee,Ward 4-1,28,,
Gillibrand,U.S. Senate,,,Genesee,Ward 4-1,3,,
Gillibrand,U.S. Senate,,,Genesee,Ward 4-1,11,,
Gillibrand,U.S. Senate,,,Genesee,Ward 4-1,4,,
CC Farley,U.S. Senate,,,Genesee,Ward 4-1,2,,
McMurray,U.S. House,27,,Genesee,Ward 4-1,167,,
Collins,U.S. House,27,,Genesee,Ward 4-1,105,,
Collins,U.S. House,27,,Genesee,Ward 4-1,28,,
McMurray,U.S. House,27,,Genesee,Ward 4-1,11,,
Collins,U.S. House,27,,Genesee,Ward 4-1,2,,
McMurray,U.S. House,27,,Genesee,Ward 4-1,5,,
Piegza,U.S. House,27,,Genesee,Ward 4-1,8,,
Seamans,State Senate,61,,Genesee,Ward 4-1,114,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 4-1,150,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 4-1,34,,
Seamans,State Senate,61,,Genesee,Ward 4-1,5,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 4-1,2,,
Seamans,State Senate,61,,Genesee,Ward 4-1,9,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 4-1,3,,
Hawley,State Assembly,139,,Genesee,Ward 4-1,181,,
Hawley,State Assembly,139,,Genesee,Ward 4-1,37,,
Hawley,State Assembly,139,,Genesee,Ward 4-1,16,,
Hawley,State Assembly,139,,Genesee,Ward 4-1,2,,
Glogowski,State Assembly,139,,Genesee,Ward 4-1,42,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 4-2,138,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 4-2,136,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 4-2,23,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,Ward 4-2,8,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 4-2,1,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 4-2,5,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 4-2,2,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 4-2,5,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,Ward 4-2,5,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,Ward 4-2,8,,
DiNapoli,Comptroller,,,Genesee,Ward 4-2,174,,
Trichter,Comptroller,,,Genesee,Ward 4-2,118,,
Trichter,Comptroller,,,Genesee,Ward 4-2,18,,
Dunlea,Comptroller,,,Genesee,Ward 4-2,5,,
DiNapoli,Comptroller,,,Genesee,Ward 4-2,4,,
DiNapoli,Comptroller,,,Genesee,Ward 4-2,10,,
DiNapoli,Comptroller,,,Genesee,Ward 4-2,5,,
DiNapoli,Comptroller,,,Genesee,Ward 4-2,0,,
Gallaudet ,Comptroller,,,Genesee,Ward 4-2,1,,
James,Attorney General,,,Genesee,Ward 4-2,136,,
Wofford,Attorney General,,,Genesee,Ward 4-2,150,,
Wofford,Attorney General,,,Genesee,Ward 4-2,24,,
Sussman,Attorney General,,,Genesee,Ward 4-2,5,,
James,Attorney General,,,Genesee,Ward 4-2,3,,
James,Attorney General,,,Genesee,Ward 4-2,4,,
Sliwa,Attorney General,,,Genesee,Ward 4-2,3,,
Garvey,Attorney General,,,Genesee,Ward 4-2,4,,
Gillibrand,U.S. Senate,,,Genesee,Ward 4-2,183,,
CC Farley,U.S. Senate,,,Genesee,Ward 4-2,120,,
CC Farley,U.S. Senate,,,Genesee,Ward 4-2,23,,
Gillibrand,U.S. Senate,,,Genesee,Ward 4-2,2,,
Gillibrand,U.S. Senate,,,Genesee,Ward 4-2,5,,
Gillibrand,U.S. Senate,,,Genesee,Ward 4-2,3,,
CC Farley,U.S. Senate,,,Genesee,Ward 4-2,0,,
McMurray,U.S. House,27,,Genesee,Ward 4-2,192,,
Collins,U.S. House,27,,Genesee,Ward 4-2,103,,
Collins,U.S. House,27,,Genesee,Ward 4-2,21,,
McMurray,U.S. House,27,,Genesee,Ward 4-2,4,,
Collins,U.S. House,27,,Genesee,Ward 4-2,1,,
McMurray,U.S. House,27,,Genesee,Ward 4-2,4,,
Piegza,U.S. House,27,,Genesee,Ward 4-2,7,,
Seamans,State Senate,61,,Genesee,Ward 4-2,141,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 4-2,158,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 4-2,24,,
Seamans,State Senate,61,,Genesee,Ward 4-2,2,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 4-2,5,,
Seamans,State Senate,61,,Genesee,Ward 4-2,3,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 4-2,0,,
Hawley,State Assembly,139,,Genesee,Ward 4-2,219,,
Hawley,State Assembly,139,,Genesee,Ward 4-2,25,,
Hawley,State Assembly,139,,Genesee,Ward 4-2,14,,
Hawley,State Assembly,139,,Genesee,Ward 4-2,2,,
Glogowski,State Assembly,139,,Genesee,Ward 4-2,24,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 4-3,93,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 4-3,148,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 4-3,22,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,Ward 4-3,4,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 4-3,2,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 4-3,4,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 4-3,2,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 4-3,4,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,Ward 4-3,5,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,Ward 4-3,25,,
DiNapoli,Comptroller,,,Genesee,Ward 4-3,135,,
Trichter,Comptroller,,,Genesee,Ward 4-3,118,,
Trichter,Comptroller,,,Genesee,Ward 4-3,21,,
Dunlea,Comptroller,,,Genesee,Ward 4-3,5,,
DiNapoli,Comptroller,,,Genesee,Ward 4-3,5,,
DiNapoli,Comptroller,,,Genesee,Ward 4-3,6,,
DiNapoli,Comptroller,,,Genesee,Ward 4-3,1,,
DiNapoli,Comptroller,,,Genesee,Ward 4-3,2,,
Gallaudet ,Comptroller,,,Genesee,Ward 4-3,6,,
James,Attorney General,,,Genesee,Ward 4-3,109,,
Wofford,Attorney General,,,Genesee,Ward 4-3,148,,
Wofford,Attorney General,,,Genesee,Ward 4-3,21,,
Sussman,Attorney General,,,Genesee,Ward 4-3,5,,
James,Attorney General,,,Genesee,Ward 4-3,6,,
James,Attorney General,,,Genesee,Ward 4-3,4,,
Sliwa,Attorney General,,,Genesee,Ward 4-3,2,,
Garvey,Attorney General,,,Genesee,Ward 4-3,9,,
Gillibrand,U.S. Senate,,,Genesee,Ward 4-3,133,,
CC Farley,U.S. Senate,,,Genesee,Ward 4-3,138,,
CC Farley,U.S. Senate,,,Genesee,Ward 4-3,22,,
Gillibrand,U.S. Senate,,,Genesee,Ward 4-3,5,,
Gillibrand,U.S. Senate,,,Genesee,Ward 4-3,7,,
Gillibrand,U.S. Senate,,,Genesee,Ward 4-3,1,,
CC Farley,U.S. Senate,,,Genesee,Ward 4-3,1,,
McMurray,U.S. House,27,,Genesee,Ward 4-3,148,,
Collins,U.S. House,27,,Genesee,Ward 4-3,114,,
Collins,U.S. House,27,,Genesee,Ward 4-3,21,,
McMurray,U.S. House,27,,Genesee,Ward 4-3,7,,
Collins,U.S. House,27,,Genesee,Ward 4-3,2,,
McMurray,U.S. House,27,,Genesee,Ward 4-3,4,,
Piegza,U.S. House,27,,Genesee,Ward 4-3,8,,
Seamans,State Senate,61,,Genesee,Ward 4-3,107,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 4-3,163,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 4-3,19,,
Seamans,State Senate,61,,Genesee,Ward 4-3,6,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 4-3,6,,
Seamans,State Senate,61,,Genesee,Ward 4-3,4,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 4-3,2,,
Hawley,State Assembly,139,,Genesee,Ward 4-3,194,,
Hawley,State Assembly,139,,Genesee,Ward 4-3,27,,
Hawley,State Assembly,139,,Genesee,Ward 4-3,14,,
Hawley,State Assembly,139,,Genesee,Ward 4-3,3,,
Glogowski,State Assembly,139,,Genesee,Ward 4-3,28,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 5-1,70,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 5-1,87,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 5-1,12,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,Ward 5-1,1,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 5-1,3,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 5-1,3,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 5-1,0,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 5-1,0,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,Ward 5-1,1,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,Ward 5-1,12,,
DiNapoli,Comptroller,,,Genesee,Ward 5-1,86,,
Trichter,Comptroller,,,Genesee,Ward 5-1,64,,
Trichter,Comptroller,,,Genesee,Ward 5-1,7,,
Dunlea,Comptroller,,,Genesee,Ward 5-1,2,,
DiNapoli,Comptroller,,,Genesee,Ward 5-1,5,,
DiNapoli,Comptroller,,,Genesee,Ward 5-1,8,,
DiNapoli,Comptroller,,,Genesee,Ward 5-1,0,,
DiNapoli,Comptroller,,,Genesee,Ward 5-1,1,,
Gallaudet ,Comptroller,,,Genesee,Ward 5-1,5,,
James,Attorney General,,,Genesee,Ward 5-1,69,,
Wofford,Attorney General,,,Genesee,Ward 5-1,85,,
Wofford,Attorney General,,,Genesee,Ward 5-1,11,,
Sussman,Attorney General,,,Genesee,Ward 5-1,1,,
James,Attorney General,,,Genesee,Ward 5-1,2,,
